,id,item_id,position,path,protocol,mimetype,checksum,orientation,metadata,size,page,color,density,filename
143,303,302,1.0,ars_magna_sciendi_123_vg.svg,file,image/svg+xml,58dd2d2564aff93825aff49badf037cf,1,{},388626,0,"rgb(255,255,255,1)",72.0,
144,305,304,1.0,ars_magna_sciendi_125.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
145,307,306,1.0,ars_magna_sciendi_125_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
146,309,308,1.0,ars_magna_sciendi_125_white.png,file,image/x.pending,badc0de,1,{},0,0,,,
147,311,310,1.0,ars_magna_sciendi_269_muses.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
148,313,312,1.0,ars_magna_sciendi_273_tre.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
149,315,314,1.0,bizzarria_figure_1.png,file,image/x.pending,badc0de,1,{},0,0,,,
150,317,316,1.0,bizzarria_figure_1_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
151,319,318,1.0,bizzarria_figure_1_white.png,file,image/x.pending,badc0de,1,{},0,0,,,
152,321,320,1.0,bizzarria_figure_cavalieri_inesistenti.png,file,image/x.pending,badc0de,1,{},0,0,,,
153,323,322,1.0,bizzarria_figure_fuoco_acqua.png,file,image/x.pending,badc0de,1,{},0,0,,,
154,325,324,1.0,bizzarria_figure_terra_aria.png,file,image/x.pending,badc0de,1,{},0,0,,,
155,327,326,1.0,Pasted image 20240116102337_upscayl_4x_realesrgan-x4plus.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
156,329,328,1.0,cerone-dice.vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
157,331,330,1.0,cerone-dice_white.png,file,image/x.pending,badc0de,1,{},0,0,,,
158,333,332,1.0,cog_wheels_detail.png,file,image/x.pending,badc0de,1,{},0,0,,,
159,335,334,1.0,cosmos_thesaurus_artificiosa.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
160,337,336,1.0,Pasted image 20240523095837_upscayl_4x_realesrgan-x4plus.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
161,339,338,1.0,de_musica_proportions_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
162,341,340,1.0,de_musica_proportions_white.png,file,image/x.pending,badc0de,1,{},0,0,,,
163,343,342,1.0,dutch2342a.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
164,345,344,1.0,emblem_de_arte_kabbalistica.png,file,image/x.pending,badc0de,1,{},0,0,,,
165,347,346,1.0,emblem_de_arte_kabbalistica_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
166,349,348,1.0,fantasia_dialogo_accrescere_memoria.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
167,351,350,1.0,globe_in_spheram_Ioannis.png,file,image/x.pending,badc0de,1,{},0,0,,,
168,353,352,1.0,globe_in_spheram_Ioannis_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
169,355,354,1.0,globe_in_spheram_Ioannis_white.png,file,image/x.pending,badc0de,1,{},0,0,,,
170,357,356,1.0,gru_hieroglyphica.png,file,image/x.pending,badc0de,1,{},0,0,,,
171,359,358,1.0,gru_hieroglyphica_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
172,361,360,1.0,gru_hieroglyphica_white.png,file,image/x.pending,badc0de,1,{},0,0,,,
173,363,362,1.0,hands1_thesaurus_artificiosa.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
174,365,364,1.0,hands2_thesaurus_artificiosa.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
175,367,366,1.0,hands3_thesaurus_artificiosa.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
176,369,368,1.0,hands4_thesaurus_artificiosa.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
177,371,370,1.0,hands5_thesaurus_artificiosa.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
178,373,372,1.0,knight_logica_memorativa.png,file,image/x.pending,badc0de,1,{},0,0,,,
179,375,374,1.0,knight_logica_memorativa_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
180,377,376,1.0,lagado_machine.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
181,379,378,1.0,letters_ab_unterweysung.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
182,381,380,1.0,letters_ef_unterweysung.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
183,383,382,1.0,letters_mn_unterweysung.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
184,385,384,1.0,letters_qr_unterweysung.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
185,387,386,1.0,letters_xy_unterweysung.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
186,389,388,1.0,line_spacer_hieroglyphica.png,file,image/x.pending,badc0de,1,{},0,0,,,
187,391,390,1.0,line_spacer_hieroglyphica_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
188,393,392,1.0,lion_hieroglyphica.png,file,image/x.pending,badc0de,1,{},0,0,,,
189,395,394,1.0,lute_left.png,file,image/x.pending,badc0de,1,{},0,0,,,
190,397,396,1.0,magic_lantern_ars_magna_lucis.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
191,399,398,1.0,magic_lantern_ars_magna_lucis_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
192,401,400,1.0,magic_lantern_ars_magna_lucis_white.png,file,image/x.pending,badc0de,1,{},0,0,,,
193,403,402,1.0,man_screaming_hieroglyphica.png,file,image/x.pending,badc0de,1,{},0,0,,,
194,405,404,1.0,meiser_hermes_swords.png,file,image/x.pending,badc0de,1,{},0,0,,,
195,407,406,1.0,metamorfosi_metallico_Q.png,file,image/x.pending,badc0de,1,{},0,0,,,
196,409,408,1.0,metamorfosi_metallico_chimera.png,file,image/x.pending,badc0de,1,{},0,0,,,
197,411,410,1.0,metamorfosi_metallico_chimera_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
198,413,412,1.0,metamorfosi_metallico_chimera_white.png,file,image/x.pending,badc0de,1,{},0,0,,,
199,415,414,1.0,metamorfosi_metallico_emblem_grasshopper.png,file,image/x.pending,badc0de,1,{},0,0,,,
200,417,416,1.0,mnemonic_icons1_dialogo_accrescere_memoria.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
201,419,418,1.0,mnemonic_icons2_dialogo_accrescere_memoria.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
202,421,420,1.0,mnemonic_icons3_dialogo_accrescere_memoria.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
203,423,422,1.0,mnemonic_objects_dialogo_accrescere_memoria.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
204,425,424,1.0,moon_phases_ars_magna_lucis.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
205,427,426,1.0,obelisk_hieroglyphica.png,file,image/x.pending,badc0de,1,{},0,0,,,
206,429,428,1.0,DP362454.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
207,431,430,1.0,projections_solid_unterweysung.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
208,433,432,1.0,projections_unterweysung.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
209,435,434,1.0,rethoric_symbols_1_logica_memorativa.png,file,image/x.pending,badc0de,1,{},0,0,,,
210,437,436,1.0,rethoric_symbols_2_logica_memorativa.png,file,image/x.pending,badc0de,1,{},0,0,,,
211,439,438,1.0,ruota_detail_fludd.png,file,image/x.pending,badc0de,1,{},0,0,,,
212,441,440,1.0,ruota_detail_fludd_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
213,443,442,1.0,separator_steganographia.png,file,image/x.pending,badc0de,1,{},0,0,,,
214,445,444,1.0,separator_steganographia_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
215,447,446,1.0,summa_summarum_logica_memorativa.png,file,image/x.pending,badc0de,1,{},0,0,,,
216,449,448,1.0,tableau_des_riches_inventions_artefacts.png,file,image/x.pending,badc0de,1,{},0,0,,,
217,451,450,1.0,tableau_des_riches_inventions_circle_time.png,file,image/x.pending,badc0de,1,{},0,0,,,
218,453,452,1.0,tableau_des_riches_inventions_temple.png,file,image/x.pending,badc0de,1,{},0,0,,,
219,455,454,1.0,tableau_des_riches_running_dragon.png,file,image/x.pending,badc0de,1,{},0,0,,,
220,457,456,1.0,unterweysung_a.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
221,459,458,1.0,unterweysung_b.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
222,461,460,1.0,unterweysung_d.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
223,463,462,1.0,unterweysung_f.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
224,465,464,1.0,unterweysung_g.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
225,467,466,1.0,unterweysung_h.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
226,469,468,1.0,unterweysung_i.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
227,471,470,1.0,unterweysung_l.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
228,473,472,1.0,unterweysung_m.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
229,475,474,1.0,unterweysung_n.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
230,477,476,1.0,unterweysung_o.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
231,479,478,1.0,unterweysung_p.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
232,481,480,1.0,unterweysung_r.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
233,483,482,1.0,unterweysung_s.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
234,485,484,1.0,unterweysung_v.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
235,487,486,1.0,unterweysung_y.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
236,489,488,1.0,wheel_alphabeth_dialogo_accrescere_memoria.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
237,491,490,1.0,wheel_logica_memorativa.png,file,image/png,a1dee59c0a5ceb1a59256c6fa750cce1,1,{},417594,0,"rgb(200,184,168,1)",,
238,495,494,,../../../../../run/user/1000/doc/946c3038/S_E_ODC_2025_call.png,file,image/png,0dc5d28ce2f909a7a0dc454d609f61b2,1,{},2801280,0,"rgb(248,248,248,1)",,S_E_ODC_2025_call.png
239,498,497,1.0,64_unterweysung.png,file,image/png,5372b4acca786db986502300e8680076,1,{},693742,0,"rgb(248,232,200,1)",,
240,500,499,1.0,Albrecht_Dürer_-_Melencolia_I_-_Google_Art_Project_(_AGDdr3EHmNGyA).jpg,file,image/jpeg,bc4bfa037d1dd83f8961aecb02b69be9,1,{},8451722,0,"rgb(216,216,200,1)",,
241,502,501,1.0,DP362454.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
242,504,503,1.0,Durer_basilisk.jpg,file,image/jpeg,bd086af63f437d541002c0427eadd5b4,1,{},171422,0,"rgb(232,216,200,1)",,
243,506,505,1.0,Fludd-De natura simia-II-210.png,file,image/png,9bc77c74820ecf12aff9fe5497e43d9a,1,{},1129214,0,"rgb(200,168,136,1)",,
244,507,505,2.0,Fludd-De natura simia-II-210_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
245,508,505,3.0,Fludd-De natura simia-II-210_white.png,file,image/x.pending,badc0de,1,{},0,0,,,
246,510,509,1.0,Pasted image 20240116102337_upscayl_4x_realesrgan-x4plus.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
247,512,511,1.0,Pasted image 20240829085152.png,file,image/png,ce625c6772d55c2cd3ad7c372d759106,1,{},985045,0,"rgb(200,184,152,1)",,
248,514,513,1.0,allegory_of_prudence_hieroglyphica.png,file,image/png,84f84bde35eebbe4776c87c5f576c6a3,1,{},762223,0,"rgb(184,168,152,1)",,
249,515,513,2.0,allegory_of_prudence_hieroglyphica_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
250,516,513,3.0,allegory_of_prudence_hieroglyphica_white.png,file,image/x.pending,badc0de,1,{},0,0,,,
251,518,517,1.0,armonia_retori_45.jpg,file,image/jpeg,38cf17deeceb41d4bf7a3e8426a21b3b,1,{},163197,0,"rgb(168,120,72,1)",,
252,519,517,2.0,armonia_retori_45_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
253,521,520,1.0,armonia_retori_49.jpg,file,image/jpeg,c0b4a305bb12a69687c0eb3d747d607d,1,{},181398,0,"rgb(216,184,136,1)",,
254,522,520,2.0,armonia_retori_49_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
255,524,523,1.0,armonia_retori_51.jpg,file,image/jpeg,c79a0072612c4202aeb4f41287f9fb43,1,{},185848,0,"rgb(216,184,152,1)",,
256,525,523,2.0,armonia_retori_51_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
257,527,526,1.0,armonia_retori_53.jpg,file,image/jpeg,ac92c144bef727ce1d21d6258c5fd535,1,{},184724,0,"rgb(200,152,104,1)",,
258,528,526,2.0,armonia_retori_53_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
259,530,529,1.0,ars_magna_sciendi_123.jpg,file,image/jpeg,3e011522ace977e49c2b0f4b93ccbcdf,1,{},268672,0,"rgb(248,232,200,1)",,
260,531,529,2.0,ars_magna_sciendi_123_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
261,533,532,1.0,ars_magna_sciendi_125.jpg,file,image/jpeg,2d0963567329db30f3e2d1de4b139967,1,{},244953,0,"rgb(248,232,200,1)",,
262,534,532,2.0,ars_magna_sciendi_125_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
263,535,532,3.0,ars_magna_sciendi_125_white.png,file,image/x.pending,badc0de,1,{},0,0,,,
264,537,536,1.0,ars_magna_sciendi_269_muses.jpg,file,image/jpeg,e1558b0959dbc99c48e893f0848398bc,1,{},4394778,0,"rgb(248,232,200,1)",,
265,539,538,1.0,ars_magna_sciendi_273_tre.jpg,file,image/jpeg,7386eeb239806581cc072b8d40343c91,1,{},2490568,0,"rgb(232,216,184,1)",,
266,541,540,1.0,bizzarria_figure_1.png,file,image/png,43d4ce1c60fc172791fd8f59161293e0,1,{},1479445,0,"rgb(216,200,184,1)",,
267,542,540,2.0,bizzarria_figure_1_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
268,543,540,3.0,bizzarria_figure_1_white.png,file,image/x.pending,badc0de,1,{},0,0,,,
269,545,544,1.0,bizzarria_figure_cavalieri_inesistenti.png,file,image/png,688a9b8148e46d6b4f86d96ad242f42d,1,{},1492631,0,"rgb(216,200,184,1)",,
270,547,546,1.0,bizzarria_figure_fuoco_acqua.png,file,image/x.pending,badc0de,1,{},0,0,,,
271,549,548,1.0,bizzarria_figure_terra_aria.png,file,image/x.pending,badc0de,1,{},0,0,,,
272,551,550,1.0,cerone-dice.vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
273,553,552,1.0,cerone-dice_white.png,file,image/x.pending,badc0de,1,{},0,0,,,
274,555,554,1.0,cog_wheels_detail.png,file,image/x.pending,badc0de,1,{},0,0,,,
275,557,556,1.0,cosmos_thesaurus_artificiosa.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
276,559,558,1.0,de_musica_proportions_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
277,560,558,2.0,de_musica_proportions_white.png,file,image/x.pending,badc0de,1,{},0,0,,,
278,561,558,3.0,Pasted image 20240523095837_upscayl_4x_realesrgan-x4plus.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
279,563,562,1.0,dutch2342a.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
280,565,564,1.0,emblem_de_arte_kabbalistica.png,file,image/x.pending,badc0de,1,{},0,0,,,
281,566,564,2.0,emblem_de_arte_kabbalistica_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
282,568,567,1.0,fantasia_dialogo_accrescere_memoria.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
283,570,569,1.0,globe_in_spheram_Ioannis.png,file,image/x.pending,badc0de,1,{},0,0,,,
284,571,569,2.0,globe_in_spheram_Ioannis_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
285,572,569,3.0,globe_in_spheram_Ioannis_white.png,file,image/x.pending,badc0de,1,{},0,0,,,
286,574,573,1.0,gru_hieroglyphica.png,file,image/x.pending,badc0de,1,{},0,0,,,
287,576,575,1.0,gru_hieroglyphica_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
288,578,577,1.0,gru_hieroglyphica_white.png,file,image/x.pending,badc0de,1,{},0,0,,,
289,580,579,1.0,hands1_thesaurus_artificiosa.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
290,582,581,1.0,hands2_thesaurus_artificiosa.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
291,584,583,1.0,hands3_thesaurus_artificiosa.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
292,586,585,1.0,hands4_thesaurus_artificiosa.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
293,588,587,1.0,hands5_thesaurus_artificiosa.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
294,590,589,1.0,knight_logica_memorativa.png,file,image/x.pending,badc0de,1,{},0,0,,,
295,592,591,1.0,knight_logica_memorativa_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
296,594,593,1.0,lagado_machine.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
297,596,595,1.0,letters_ab_unterweysung.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
298,598,597,1.0,letters_ef_unterweysung.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
299,600,599,1.0,letters_mn_unterweysung.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
300,602,601,1.0,letters_qr_unterweysung.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
301,604,603,1.0,letters_xy_unterweysung.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
302,606,605,1.0,line_spacer_hieroglyphica.png,file,image/x.pending,badc0de,1,{},0,0,,,
303,608,607,1.0,line_spacer_hieroglyphica_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
304,610,609,1.0,lion_hieroglyphica.png,file,image/x.pending,badc0de,1,{},0,0,,,
305,612,611,1.0,lute_left.png,file,image/x.pending,badc0de,1,{},0,0,,,
306,614,613,1.0,magic_lantern_ars_magna_lucis.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
307,616,615,1.0,magic_lantern_ars_magna_lucis_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
308,618,617,1.0,magic_lantern_ars_magna_lucis_white.png,file,image/x.pending,badc0de,1,{},0,0,,,
309,620,619,1.0,man_screaming_hieroglyphica.png,file,image/x.pending,badc0de,1,{},0,0,,,
310,622,621,1.0,meiser_hermes_swords.png,file,image/x.pending,badc0de,1,{},0,0,,,
311,624,623,1.0,metamorfosi_metallico_Q.png,file,image/x.pending,badc0de,1,{},0,0,,,
312,626,625,1.0,metamorfosi_metallico_chimera.png,file,image/x.pending,badc0de,1,{},0,0,,,
313,628,627,1.0,metamorfosi_metallico_chimera_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
314,630,629,1.0,metamorfosi_metallico_chimera_white.png,file,image/x.pending,badc0de,1,{},0,0,,,
315,632,631,1.0,metamorfosi_metallico_emblem_grasshopper.png,file,image/x.pending,badc0de,1,{},0,0,,,
316,634,633,1.0,mnemonic_icons1_dialogo_accrescere_memoria.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
317,636,635,1.0,mnemonic_icons2_dialogo_accrescere_memoria.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
318,638,637,1.0,mnemonic_icons3_dialogo_accrescere_memoria.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
319,640,639,1.0,mnemonic_objects_dialogo_accrescere_memoria.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
320,642,641,1.0,moon_phases_ars_magna_lucis.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
321,644,643,1.0,obelisk_hieroglyphica.png,file,image/x.pending,badc0de,1,{},0,0,,,
322,646,645,1.0,projections_solid_unterweysung.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
323,648,647,1.0,projections_unterweysung.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
324,650,649,1.0,rethoric_symbols_1_logica_memorativa.png,file,image/x.pending,badc0de,1,{},0,0,,,
325,652,651,1.0,rethoric_symbols_2_logica_memorativa.png,file,image/x.pending,badc0de,1,{},0,0,,,
326,654,653,1.0,ruota_detail_fludd.png,file,image/x.pending,badc0de,1,{},0,0,,,
327,656,655,1.0,ruota_detail_fludd_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
328,658,657,1.0,separator_steganographia.png,file,image/x.pending,badc0de,1,{},0,0,,,
329,660,659,1.0,separator_steganographia_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
330,662,661,1.0,summa_summarum_logica_memorativa.png,file,image/x.pending,badc0de,1,{},0,0,,,
331,664,663,1.0,tableau_des_riches_inventions_artefacts.png,file,image/x.pending,badc0de,1,{},0,0,,,
332,666,665,1.0,tableau_des_riches_inventions_circle_time.png,file,image/x.pending,badc0de,1,{},0,0,,,
333,668,667,1.0,tableau_des_riches_inventions_temple.png,file,image/x.pending,badc0de,1,{},0,0,,,
334,670,669,1.0,tableau_des_riches_running_dragon.png,file,image/x.pending,badc0de,1,{},0,0,,,
335,672,671,1.0,unterweysung_a.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
336,673,671,2.0,unterweysung_b.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
337,674,671,3.0,unterweysung_d.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
338,675,671,4.0,unterweysung_f.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
339,676,671,5.0,unterweysung_g.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
340,677,671,6.0,unterweysung_h.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
341,678,671,7.0,unterweysung_i.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
342,679,671,8.0,unterweysung_l.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
343,680,671,9.0,unterweysung_m.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
344,681,671,10.0,unterweysung_n.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
345,682,671,11.0,unterweysung_o.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
346,683,671,12.0,unterweysung_p.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
347,684,671,13.0,unterweysung_r.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
348,685,671,14.0,unterweysung_s.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
349,686,671,15.0,unterweysung_v.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
350,687,671,16.0,unterweysung_y.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
351,689,688,1.0,wheel_alphabeth_dialogo_accrescere_memoria.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
352,691,690,1.0,wheel_logica_memorativa.png,file,image/x.pending,badc0de,1,{},0,0,,,
353,692,690,2.0,wheel_logica_memorativa_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
354,693,690,3.0,wheel_logica_memorativa_white.png,file,image/x.pending,badc0de,1,{},0,0,,,
355,695,694,1.0,wois-background.png,file,image/x.pending,badc0de,1,{},0,0,,,
356,697,696,1.0,wois-logo.png,file,image/x.pending,badc0de,1,{},0,0,,,
357,699,698,1.0,wois-logo_vg.svg,file,image/x.pending,badc0de,1,{},0,0,,,
358,701,700,1.0,wois_cogwheel_white.png,file,image/x.pending,badc0de,1,{},0,0,,,
359,703,702,1.0,wois_icon.png,file,image/x.pending,badc0de,1,{},0,0,,,
360,705,704,1.0,wois_logo_title.png,file,image/x.pending,badc0de,1,{},0,0,,,
361,707,706,1.0,zodiac_ars_magna_lucis.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
362,709,708,1.0,zodiac_thesaurus_artificiosa.jpg,file,image/x.pending,badc0de,1,{},0,0,,,
