category,faam_property,type,value,base_url,label
metadata,label,string,"Keyboard Sonata in E major, K.381",,
metadata,description,string,sonata by Domenico Scarlatti,,
metadata,aliases,string,Sonata K. 381,,
metadata,qid,externalid,Q74594767,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16003774,,
statements,IMSLP ID,externalid,"Keyboard Sonata in E major, K.381 (Scarlatti, Domenico)",https://imslp.org/wiki/,
statements,VIAF ID,externalid,292571748,https://viaf.org/viaf/,
statements,form of creative work,item,RtkoMT89,,sonata
statements,creator,item,PXYCpRXf,,Domenico Scarlatti
statements,adapted by,item,YwdYGCWW,,Muzio Clementi
statements,adapted by,item,jm4QpjVW,,Carl Czerny
