category,faam_property,type,value,base_url
metadata,label,string,harmonization,
metadata,description,string,music term; the chordal accompaniment to a line or melody,
metadata,aliases,string,harmonisation,
metadata,aliases,string,harmonization,
metadata,qid,externalid,Q5659376,http://wwww.wikidata.org/entity/
metadata,nodegoat_id,id,15990661,
