category,faam_property,type,value,base_url,label
metadata,label,string,"Miserere, IGA 2",,
metadata,description,string,Setting of Psalm 51 by Gregorio Allegri,,
metadata,aliases,string,Miserere mei,,
metadata,aliases,string,"Have mercy on me, O God",,
metadata,aliases,string,"Miserere mei, Deus",,
metadata,aliases,string,Miserere,,
metadata,qid,externalid,Q1576091,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16002009,,
statements,IMSLP ID,externalid,"Miserere (Allegri, Gregorio)",https://imslp.org/wiki/,
statements,VIAF ID,externalid,185080354,https://viaf.org/viaf/,
statements,CPDL ID,externalid,Miserere_mei_(Gregorio_Allegri),https://www.cpdl.org/wiki/index.php/,
statements,form of creative work,item,ik3NwdWW,,motet
statements,form of creative work,item,BdJHjaCE,,liturgical music
statements,creator,item,RVtkmyF4,,Gregorio Allegri
statements,adapted by,item,jZ5Za9W2,,Napoléon Joseph Ney
statements,adapted by,item,mG8TWxjt,,Frank Damrosch
statements,adapted by,item,S5MqiAs8,,Archibald Thompson Davison
statements,adapted by,item,gMpSya7p,,Alexandre-Étienne Choron
statements,adapted by,item,Y37RQzq9,,Stephan Lück
statements,based on,item,4bgRTUDN,,Psalm 51
