category,faam_property,type,value,base_url
metadata,label,string,publisher,
metadata,description,string,company that prints and distributes pressed goods or electronic media,
metadata,aliases,string,publishing house,
metadata,aliases,string,publisher,
metadata,aliases,string,house,
metadata,aliases,string,publishing firm,
metadata,aliases,string,publishers,
metadata,aliases,string,publishing company,
metadata,qid,externalid,Q2085381,http://wwww.wikidata.org/entity/
metadata,nodegoat_id,id,15996312,
