category,faam_property,type,value,base_url,label
metadata,label,string,"Chromatic Fantasia and Fugue, BWV 903",,
metadata,description,string,composition for keyboard by J. S. Bach,,
metadata,aliases,string,BWV 903,,
metadata,aliases,string,"Chromatic Fantasia and Fugue in D minor, BWV 903",,
metadata,aliases,string,"Chromatic Fantasy and Fugue, BWV 903",,
metadata,aliases,string,Chromatic Fantasia and Fugue,,
metadata,qid,externalid,Q1087598,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16002125,,
statements,IMSLP ID,externalid,"Chromatic Fantasia and Fugue, BWV 903 (Bach, Johann Sebastian)",https://imslp.org/wiki/,
statements,form of creative work,item,T9uNf9Ax,,prelude
statements,creator,item,GecAsFfL,,Johann Sebastian Bach
statements,adapted by,item,4ad55yoD,,Blanche Selva
