category,faam_property,type,value,base_url
metadata,label,string,Kingdom of Hungary,
metadata,description,string,Central European monarchy (1000–1946),
metadata,aliases,string,Hungary,
metadata,aliases,string,Transleithania,
metadata,aliases,string,Kingdom of Hungary,
metadata,qid,externalid,Q171150,http://wwww.wikidata.org/entity/
metadata,nodegoat_id,id,16004412,
