category,faam_property,type,value,base_url,label
metadata,label,string,affect,,
metadata,description,string,experience of feeling or emotion,,
metadata,aliases,string,affect,,
metadata,qid,externalid,Q159904,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,15992157,,
statements,subclass of,item,D6RjeTWv,,musical expression
statements,instance of,item,Dy8pmS8i,,musical concept
statements,musical parameter,item,4asnL3fC,,loudness
statements,musical parameter,item,4AMPVsN8,,timbre
statements,used by,item,YvQmwaaW,,composer
statements,used by,item,AcFWzeQH,,conductor
statements,used by,item,oMERLdSN,,performer
