category,faam_property,type,value,base_url,label
metadata,label,string,Chappell & Co.,,
metadata,description,string,English music publisher and piano manufacturer,,
metadata,aliases,string,Chappell & Co.,,
metadata,qid,externalid,Q5073368,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16004246,,
statements,VIAF ID,externalid,127005193,https://viaf.org/viaf/,
statements,instance of,item,HmGw8E8i,,music publishing company
statements,role,item,7tdgMgre,,publisher
statements,related to,item,ZS9h3s2q,,vocal pedagogy
statements,nationality,item,KmPGztnu,,United Kingdom
statements,place of birth,item,96rVh94r,,London
