category,faam_property,type,value,base_url,label
metadata,label,string,energico,,
metadata,description,string,musical expressive mark,,
metadata,aliases,string,energico,,
metadata,qid,externalid,Q1939445,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16002508,,
statements,subclass of,item,D6RjeTWv,,musical expression
statements,instance of,item,fxtj72S3,,musical notation
statements,musical parameter,item,4asnL3fC,,loudness
statements,musical parameter,item,4AMPVsN8,,timbre
statements,used by,item,YvQmwaaW,,composer
statements,used by,item,AcFWzeQH,,conductor
statements,used by,item,6UPEJgTQ,,editor
