category,faam_property,type,value,base_url,label
metadata,label,string,vibrato,,
metadata,description,string,"regular, pulsating change of pitch in music",,
metadata,aliases,string,vibrato,,
metadata,qid,externalid,Q377435,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,15992149,,
statements,subclass of,item,6m3ZbnrF,,musical technique
statements,instance of,item,6m3ZbnrF,,musical technique
statements,instance of,item,fxtj72S3,,musical notation
statements,musical parameter,item,4AMPVsN8,,timbre
statements,musical parameter,item,2kxvrpzm,,pitch
statements,used by,item,oMERLdSN,,performer
