"Object ID",Name,"Wikidata QID"
15990791,"scholar (owner)",Q20826540
15996312,publisher,Q2085381
15996288,librettist,Q8178443
15990793,conductor,Q158852
15990792,performer,Q713200
15990790,editor,Q100605725
15990789,composer,Q36834
