"Object ID",FAAM-ID,Title,Permalink,"Holding Institution",Shelfmark,"Related Manifestations","Score format",Keywords,Instrumentation,"Score complexity",Thumbnail,Notes,"Notes - Text","GitHub Image URL"
15992269,KCA-030901824620,"Alma redemptoris",https://anet.be/record/opacdkvc/c:lvd:7040005/N,"Heritage Library Royal Conservatoire Antwerp",MM-KM-BENOI-almared-1,,"Full Score","Cecilian Movement",organ,"Mechanical print",https://faam.laboxix-xx.be/upload/media/KCA-030901824620.gif,,,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030901824620/images/
15992269,KCA-030901824620,"Alma redemptoris",https://anet.be/record/opacdkvc/c:lvd:7040005/N,"Heritage Library Royal Conservatoire Antwerp",MM-KM-BENOI-almared-1,,"Full Score","early music",voice,"Mechanical print",https://faam.laboxix-xx.be/upload/media/KCA-030901824620.gif,,,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030901824620/images/
15992269,KCA-030901824620,"Alma redemptoris",https://anet.be/record/opacdkvc/c:lvd:7040005/N,"Heritage Library Royal Conservatoire Antwerp",MM-KM-BENOI-almared-1,,"Full Score","early music",organ,"Mechanical print",https://faam.laboxix-xx.be/upload/media/KCA-030901824620.gif,,,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030901824620/images/
15992269,KCA-030901824620,"Alma redemptoris",https://anet.be/record/opacdkvc/c:lvd:7040005/N,"Heritage Library Royal Conservatoire Antwerp",MM-KM-BENOI-almared-1,,"Full Score",hymn,voice,"Mechanical print",https://faam.laboxix-xx.be/upload/media/KCA-030901824620.gif,,,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030901824620/images/
15992269,KCA-030901824620,"Alma redemptoris",https://anet.be/record/opacdkvc/c:lvd:7040005/N,"Heritage Library Royal Conservatoire Antwerp",MM-KM-BENOI-almared-1,,"Full Score",hymn,organ,"Mechanical print",https://faam.laboxix-xx.be/upload/media/KCA-030901824620.gif,,,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030901824620/images/
15992270,KCA-030903915962,"Zes Latijnse lofgeVoiceen : 2 en 3 gelijke stemmen",https://anet.be/record/opacdkvc/c:lvd:14737800/N,"Heritage Library Royal Conservatoire Antwerp",MM-KM-CLEME-motet6-1,,Parts,"choral music",voice,"Mechanical print",https://faam.laboxix-xx.be/upload/media/KCA-030903915962.gif,,,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030903915962/images/
15992270,KCA-030903915962,"Zes Latijnse lofgeVoiceen : 2 en 3 gelijke stemmen",https://anet.be/record/opacdkvc/c:lvd:14737800/N,"Heritage Library Royal Conservatoire Antwerp",MM-KM-CLEME-motet6-1,,Parts,"choral music",choir,"Mechanical print",https://faam.laboxix-xx.be/upload/media/KCA-030903915962.gif,,,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030903915962/images/
15992270,KCA-030903915962,"Zes Latijnse lofgeVoiceen : 2 en 3 gelijke stemmen",https://anet.be/record/opacdkvc/c:lvd:14737800/N,"Heritage Library Royal Conservatoire Antwerp",MM-KM-CLEME-motet6-1,,Parts,"Cecilian Movement",voice,"Mechanical print",https://faam.laboxix-xx.be/upload/media/KCA-030903915962.gif,,,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030903915962/images/
15992270,KCA-030903915962,"Zes Latijnse lofgeVoiceen : 2 en 3 gelijke stemmen",https://anet.be/record/opacdkvc/c:lvd:14737800/N,"Heritage Library Royal Conservatoire Antwerp",MM-KM-CLEME-motet6-1,,Parts,"Cecilian Movement",choir,"Mechanical print",https://faam.laboxix-xx.be/upload/media/KCA-030903915962.gif,,,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030903915962/images/
15992270,KCA-030903915962,"Zes Latijnse lofgeVoiceen : 2 en 3 gelijke stemmen",https://anet.be/record/opacdkvc/c:lvd:14737800/N,"Heritage Library Royal Conservatoire Antwerp",MM-KM-CLEME-motet6-1,,Parts,"early music",voice,"Mechanical print",https://faam.laboxix-xx.be/upload/media/KCA-030903915962.gif,,,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030903915962/images/
15992270,KCA-030903915962,"Zes Latijnse lofgeVoiceen : 2 en 3 gelijke stemmen",https://anet.be/record/opacdkvc/c:lvd:14737800/N,"Heritage Library Royal Conservatoire Antwerp",MM-KM-CLEME-motet6-1,,Parts,"early music",choir,"Mechanical print",https://faam.laboxix-xx.be/upload/media/KCA-030903915962.gif,,,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030903915962/images/
15992271,KCA-030903770292,"Zes Latijnse lofgeVoiceen : 2 en 3 gelijke stemmen",https://anet.be/record/opacdkvc/c:lvd:14737800/N,"Heritage Library Royal Conservatoire Antwerp",MM-KM-CLEME-motet6-1,,"Full Score",hymn,voice,"Mechanical print",https://faam.laboxix-xx.be/upload/media/KCA-030903770292.gif,,,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030903770292/images/
15992271,KCA-030903770292,"Zes Latijnse lofgeVoiceen : 2 en 3 gelijke stemmen",https://anet.be/record/opacdkvc/c:lvd:14737800/N,"Heritage Library Royal Conservatoire Antwerp",MM-KM-CLEME-motet6-1,,"Full Score",hymn,organ,"Mechanical print",https://faam.laboxix-xx.be/upload/media/KCA-030903770292.gif,,,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030903770292/images/
15992271,KCA-030903770292,"Zes Latijnse lofgeVoiceen : 2 en 3 gelijke stemmen",https://anet.be/record/opacdkvc/c:lvd:14737800/N,"Heritage Library Royal Conservatoire Antwerp",MM-KM-CLEME-motet6-1,,"Full Score",motet,voice,"Mechanical print",https://faam.laboxix-xx.be/upload/media/KCA-030903770292.gif,,,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030903770292/images/
15992271,KCA-030903770292,"Zes Latijnse lofgeVoiceen : 2 en 3 gelijke stemmen",https://anet.be/record/opacdkvc/c:lvd:14737800/N,"Heritage Library Royal Conservatoire Antwerp",MM-KM-CLEME-motet6-1,,"Full Score",motet,organ,"Mechanical print",https://faam.laboxix-xx.be/upload/media/KCA-030903770292.gif,,,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-030903770292/images/
