Name,"Form of creative work","Wikidata QID","IMSLP ID","VIAF ID",composer,arranger
"Les diamants de la couronne",,Q467897,"Les_diamants_de_la_couronne_(Auber,_Daniel_François_Esprit)",182256284,,
"Les deux petits savoyards",,Q6530142,"Les_deux_petits_Savoyards_(Dalayrac,_Nicolas)",178487543,,
"Les deux journées, ou Le porteur de l'eau",,Q972277,"Les_deux_journées_(Cherubini,_Luigi)",179834252,,
"Les Deux Jaloux (ou la Déclaration)",,Q106232484,"Les_deux_Jaloux_(Gail,_Sophie)",179481121,,
"Les deux aveugles",,Q739021,"Les_deux_aveugles_(Offenbach,_Jacques)",180640873,,
"Les deux avares",,Q6530139,"Les_deux_avares_(Grétry,_André_Ernest_Modeste)",183823428,,
"Les Danaïdes",,Q1751750,"Les_Danaïdes_(Salieri,_Antonio)",220830713,,
"Les cloches de Corneville",,Q959242,"Les_cloches_de_Corneville_(Planquette,_Robert)",176183543,,
"Les Chevaliers de la Table ronde",operetta,Q25396091,,307211113,,
"Les brigands",,Q763758,"Les_brigands_(Offenbach,_Jacques)",178621584,,
"Les bavards",,Q8012080,"Les_bavards_(Offenbach,_Jacques)",,,
"Les Abencérages",,Q254363,"Les_Abencérages_(Cherubini,_Luigi)",175588236,,
"Léonore, ou L’amour conjugal",,Q20669262,,185892206,,
Leonora,,Q1819487,,292415089,,
"Léon ou le Château de Monténéro",,Q18215107,"Le_Château_de_Monténéro_(Dalayrac,_Nicolas)",305420336,,
Léocadie,,Q11181014,"Léocadie_(Auber,_Daniel_François_Esprit)",,,
"Leichte Kavallerie",,Q1814636,"Leichte_Kavallerie_(Suppé,_Franz_von)",181137017,,
"Le voyage dans la lune",,Q3228259,"Le_voyage_dans_la_lune_(Offenbach,_Jacques)",174314023,,
"Le violoneux",,Q1130637,"Le_violoneux_(Offenbach,_Jacques)",180237642,,
"Le Villi",opéra-ballet,Q845606,"Le_villi,_SC_60_(Puccini,_Giacomo)",180307993,,
"Le val d'Andorre",,Q3662242,"Le_val_d'Andorre_(Halévy,_Fromental)",179223596,,
"Le trésor supposé",,Q24964171,"Le_trésor_supposé_(Méhul,_Etienne_Nicolas)",184659221,,
"Le toréador",,Q472315,"Le_toréador_(Adam,_Adolphe)",176800778,,
"Le temple de la Gloire",opéra-ballet,Q3227543,"Le_Temple_de_la_gloire,_RCT_59_(Rameau,_Jean-Philippe)",184521979,,
"Le tableau parlant",,Q6508125,"Le_tableau_parlant_(Grétry,_André_Ernest_Modeste)",179159545,,
"Le songe d'une nuit d'été",,Q6508117,"Le_songe_d'une_nuit_d'été_(Thomas,_Ambroise)",180841406,,
"Le siège de Corinthe",,Q669125,,181848196,,
"Le roman d'Elvire",,Q30637820,"Le_roman_d'Elvire_(Thomas,_Ambroise)",174869720,,
"Le Roman comique",,Q15990979,"Le_roman_comique_(Offenbach,_Jacques)",293403991,,
"Le roi l'a dit",,Q1810357,"Le_roi_l'a_dit_(Delibes,_Léo)",182996105,,
"Le roi de Lahore",,Q2456112,"Le_roi_de_Lahore_(Massenet,_Jules)",180159066,,
"Le roi d'Ys",,Q1810129,"Le_roi_d'Ys_(Lalo,_Édouard)",177545688,,
"Le roi Carotte",,Q3226515,"Le_roi_Carotte_(Offenbach,_Jacques)",175201345,,
"Le prophète",,Q263297,"Le_prophète_(Meyerbeer,_Giacomo)",193061914,,
"Le premier jour de bonheur",,Q6508087,"Le_premier_jour_de_bonheur_(Auber,_Daniel_François_Esprit)",,,
"Le postillon de Lonjumeau",,Q468633,"Le_postillon_de_Lonjumeau_(Adam,_Adolphe)",186297409,,
"Le pont des soupirs",,Q1743483,"Le_pont_des_soupirs_(Offenbach,_Jacques)",177931638,,
"Le petit duc",,Q6508079,"Le_petit_duc_(Lecocq,_Charles)",309347709,,
"Le pescatrici",,Q3823610,,185941904,,
"Le neige",,Q11181280,"La_neige_(Auber,_Daniel_François_Esprit)",,,
"Le metamorfosi di Pasquale",,Q83783484,,2583156990987161180000,,
"Le médecin malgré lui",,Q464080,"Le_médecin_malgré_lui_(Gounod,_Charles)",181147570,,
"Le mariage aux lanternes",,Q1217158,"Le_mariage_aux_lanternes_(Offenbach,_Jacques)",178623524,,
"Le magnifique",,Q21085941,"Le_Magnifique_(Grétry,_André_Ernest_Modeste)",174638039,,
"Le maçon",,Q1809978,"Le_maçon_(Auber,_Daniel_François_Esprit)",176003003,,
"Le lac des fées",,Q3223877,"Le_lac_des_fées_(Auber,_Daniel_François_Esprit)",177979596,,
"Le jugement de Midas",,Q6508047,"Jugement_de_Midas_(Grétry,_André_Ernest_Modeste)",181224828,,
"Le jeune sage et le vieux fou",,Q6508044,,293026113,,
"Le jeune Henri",,Q6508043,"Le_jeune_Henri_(Méhul,_Etienne_Nicolas)",,,
"Le Florentin",,Q4072019,"Le_florentin_(Lenepveu,_Charles-Ferdinand)",,,
"Le financier et le savetier",,Q6508019,"Le_financier_et_le_savetier_(Offenbach,_Jacques)",,,
"Le feste d'Apollo",,Q2891513,"Le_feste_d’Apollo,_Wq.38_(Gluck,_Christoph_Willibald)",182530771,,
"Le duc d'Albe",,Q576230,,181053135,,
"Le docteur Ox",,Q3222378,"Le_docteur_Ox_(Offenbach,_Jacques)",,,
"Le docteur Miracle",,Q3028007,,180022843,,
"Le dilettante d'Avignon",,Q6507993,"Le_dilettante_d'Avignon_(Halévy,_Fromental)",294744250,,
"Le devin du village",,Q129293,"Le_Devin_du_village_(Rousseau,_Jean-Jacques)",176801284,,
"Le déserteur",,Q3066486,"Le_déserteur_(Monsigny,_Pierre-Alexandre)",473147270357435700003,,
"Le dernier sorcier",operetta,Q6507989,,174675654,,
"Le convenienze ed inconvenienze teatrali",,Q681820,,187493953,,
"Le congrès des rois",,Q6507977,,294256529,,
"Le coeur et la main",,Q60788671,"Le_cœur_et_la_main_(Lecocq,_Charles)",183075290,,
"Le cinesi",,Q750785,,176425709,,
"Le Cid",,Q899440,"Le_Cid_(Massenet,_Jules)",174986373,,
"Le cheval de bronze",,Q3221195,"Le_cheval_de_bronze_(Auber,_Daniel_François_Esprit)",,,
"Le château à Toto",,Q2445865,"Le_château_à_Toto_(Offenbach,_Jacques)",,,
"Le char",,Q28166941,,185949316,,
"Le carnet du diable",operetta,Q108948952,"Le_carnet_du_diable_(Serpette,_Gaston)",,,
"Le calife de Bagdad",,Q3220760,"Le_calife_de_Bagdad_(Boieldieu,_François_Adrien)",177780307,,
"Le Caïd",,Q8773631,"Le_caïd_(Thomas,_Ambroise)",182864720,,
"Le astuzie femminili",,Q606906,"Le_astuzie_femminili_(Cimarosa,_Domenico)",228740227,,
"Le 66",,Q6506507,"Le_66_(Offenbach,_Jacques)",,,
Lalla-Roukh,,Q2655023,"Lalla-Roukh_(David,_Félicien)",176585967,,
Lakmé,,Q776107,"Lakmé_(Delibes,_Léo)",185301434,,
"La zingara",,Q464514,,185337155,,
"La Wally",,Q654861,"La_Wally_(Catalani,_Alfredo)",175545734,,
"La Vivandière",,Q106830904,"La_vivandière_(Godard,_Benjamin)",180817735,,
"La vie parisienne",,Q1807287,"La_vie_parisienne_(Offenbach,_Jacques)",,,
"La vestale",,Q1622224,"La_vestale_(Spontini,_Gaspare)",219028204,,
"La verità in cimento",,Q2725548,"La_verità_in_cimento,_RV_739_(Vivaldi,_Antonio)",182109258,,
"La vera costanza",,Q753287,,185341538,,
"La traviata",,Q186162,"La_traviata_(Verdi,_Giuseppe)",179786767,,
"La tempestad",,Q5968213,"La_tempestad_(Chapí,_Ruperto)",178049693,,
"La tempesta",,Q115973784,,293940287,,
"La straniera",,Q785347,"La straniera (Bellini, Vincenzo)",184684833,,
"La Silvia",,Q2284321,"La_Silvia,_RV_734_(Vivaldi,_Antonio)",181718525,,
"La serva scaltra",,Q52473371,,180265189,,
"La serva padrona",,Q21086206,,184106253,,
"La serva padrona",,Q378237,"La_serva_padrona_(Pergolesi,_Giovanni_Battista)",187037197,,
"La serenata",,Q59330250,"La_serenata_(Chapí,_Ruperto)",179405912,,
"La Sérénade","opéra comique",Q109042403,,3787151051947133530009,,
"La Senna festeggiante",,Q3821169,"La_Sena_festeggiante,_RV_693_(Vivaldi,_Antonio)",186699824,,
"La secchia rapita",,Q391000,,209888768,,
"La scala di seta",,Q471330,"La_scala_di_seta_(Rossini,_Gioacchino)",179834004,,
"La Salustia",,Q26218315,,252209408,,
"La Roussotte",,Q65765935,La_Roussotte_(Hervé),307211107,,
"La Rosmira fedele",,Q5964682,"La_Rosmira_fedele_(Vinci,_Leonardo)",296867743,,
"La rose de Saint-Flour",,Q1153606,"La_rose_de_Saint-Flour_(Offenbach,_Jacques)",,,
"La rosa bianca e la rosa rossa",,Q17030843,"La_rosa_bianca_e_la_rosa_rossa_(Mayr,_Giovanni_Simone)",184371250,,
"La romanziera e l'uomo nero",,Q781142,,180063782,,
"La revoltosa",zarzuela,Q9018899,"La_revoltosa_(Chapí,_Ruperto)",176193550,,
"La reine de Saba",,Q1314372,"La_reine_de_Saba_(Gounod,_Charles)",186296137,,
"La poupée de Nuremberg",,Q470612,,173831281,,
"La poupée",,Q1799282,,218123112,,
"La pietra del paragone",,Q471573,"La_pietra_del_paragone_(Rossini,_Gioacchino)",177337841,,
"La permission de dix heures",,Q6466318,"La_permission_de_dix_heures_(Offenbach,_Jacques)",236980373,,
"La Périchole",,Q730336,"La_Périchole_(Offenbach,_Jacques)",,,
"La part du diable",,Q8011943,"La_part_du_diable_(Auber,_Daniel_François_Esprit)",,,
"La nonne sanglante",,Q3211103,"La_nonne_sanglante_(Gounod,_Charles)",179255605,,
"La Navarraise",,Q2709440,"La_Navarraise_(Massenet,_Jules)",186517120,,
"La naissance d'Osiris",,Q3211029,"La_Naissance_d'Osiris,_RCT_48_(Rameau,_Jean-Philippe)",294262917,,
"La Montagne noire",,Q105483021,"La_montagne_noire_(Holmès,_Augusta_Mary_Anne)",293353784,,
"La marquise de Brinvilliers",,Q6466237,,179998912,,
"La magicienne",,Q20734462,,182007611,,
"La Lodoiska",,Q52657320,,177333445,,
"La locandiera",,Q16570495,,178132075,,
"La lettera anonima",,Q845656,,186709851,,
"La jolie parfumeuse",,Q8012193,"La_jolie_parfumeuse_(Offenbach,_Jacques)",,,
"La jolie fille de Perth",,Q471784,"La_jolie_fille_de_Perth_(Bizet,_Georges)",178008999,,
"La grotta di Trofonio",,Q1412552,,177302940,,
"La Grande-Duchesse de Gérolstein",,Q1213194,"La_Grande-Duchesse_de_Gérolstein_(Offenbach,_Jacques)",,,
"La grand'tante",,Q4156116,"La_grand'tante_(Massenet,_Jules)",184124911,,
"La Gioconda",,Q748840,,176852141,,
"La gazzetta",,Q509761,"La_gazzetta_(Rossini,_Gioacchino)",213979006,,
"La gazza ladra",,Q472318,"La_gazza_ladra_(Rossini,_Gioacchino)",176607489,,
"La fuga in maschera",,Q60788586,,314885537,,
"La forza del destino",,Q212451,,173837230,,
"La finta giardiniera",,Q785991,"La_finta_giardiniera,_K.196_(Mozart,_Wolfgang_Amadeus)",174182972,,
"La fille du tambour-major",,Q3208918,"La_fille_du_tambour-major_(Offenbach,_Jacques)",,,
"La fille du régiment",,Q729568,"La_fille_du_régiment_(Donizetti,_Gaetano)",181954022,,
"La fille de Madame Angot",,Q3208882,"La_fille_de_Madame_Angot_(Lecocq,_Charles)",181041346,,
"La fiera di Venezia",,Q1798793,"La_fiera_di_Venezia_(Salieri,_Antonio)",,,
"La fida ninfa",,Q2557494,"La_fida_ninfa,_RV_714_(Vivaldi,_Antonio)",184081960,,
"La fée Urgèle",,Q604731,"La_fée_Urgèle_(Duni,_Egidio)",,,
"La fedeltà premiata",,Q467107,"La_Fedeltà_premiata,_Hob.XXVIII:10_(Haydn,_Joseph)",182659254,,
"La fede tradita e vendicata",,Q63523267,"La_fede_tradita_e_vendicata,_RV_712_(Vivaldi,_Antonio)",,,
"La favorite",,Q467394,"La_favorite_(Donizetti,_Gaetano)",186702480,,
"La fauvette du temple",,Q6466132,"La_fauvette_du_temple_(Messager,_André)",,,
"La falena",,Q8012470,,294611949,,
"La Dormeuse éveillée","opéra comique",Q54996764,"La_dormeuse_éveillée_(Audran,_Edmond)",304146800,,
"La donna del lago",,Q220699,"La_donna_del_lago_(Rossini,_Gioacchino)",180963637,,
"La Dolores",,Q5963202,"La_Dolores_(Bretón,_Tomás)",,,
"La diavolessa",,Q19892453,"La_diavolessa_(Galuppi,_Baldassare)",182927177,,
"La damnation de Faust",,Q1144992,"La_damnation_de_Faust,_H_111_(Berlioz,_Hector)",5297147270469435700008,,
"La créole",,Q1214025,"La_créole_(Offenbach,_Jacques)",,,
"La costanza trionfante degl'amori e de gl'odii",,Q1445956,"La_costanza_trionfante_degl'amori_e_degl'odii,_RV_706_(Vivaldi,_Antonio)",176911337,,
"La conversione e morte di San Guglielmo",,Q27921847,,177859638,,
"La contadina astuta",,Q26990214,,176231398,,
"La conquista de Granata",,Q5966296,,175364936,,
"La clemenza di Tito",,Q578526,,178216540,,
"La circassienne",,Q16959518,"La_Circassienne_(Auber,_Daniel_François_Esprit)",,,
"La cifra",,Q6466043,"La_Cifra_(Salieri,_Antonio)",,,
"La chatte métamorphosée en femme",,Q1219777,"La_chatte_métamorphosée_en_femme_(Offenbach,_Jacques)",176725245,,
"La chanson de Fortunio",,Q1439127,"La_chanson_de_Fortunio_(Offenbach,_Jacques)",201876591,,
"La caravane du Caire",opéra-ballet,Q6466012,,293642543,,
"La capricciosa corretta",,Q5965996,,175916787,,
"La Candace, o siano Li veri amici",,Q3820693,"La_Candace_o_siano_Li_veri_amici,_RV_704_(Vivaldi,_Antonio)",183750493,,
"La cambiale di matrimonio",,Q264154,"La_cambiale_di_matrimonio_(Rossini,_Gioacchino)",182662128,,
"La buona figliuola",,Q1152704,,6910147270660435700002,,
"La boulangère a des écus",,Q3214013,"La_boulangère_a_des_écus_(Offenbach,_Jacques)",,,
"La bohème",,Q984983,"La_bohème_(Leoncavallo,_Ruggiero)",305991991,,
"La bohème",,Q188621,"La_bohème_(Puccini,_Giacomo)",174989059,,
"La Belle Hélène",,Q1219408,"La_belle_Hélène_(Offenbach,_Jacques)",175375341,,
"La belle au bois dormant",,Q674145,"La_Belle_au_Bois_Dormant_(Carafa,_Michele)",294617899,,
"La Béarnaise",,Q6461409,"La_béarnaise_(Messager,_André)",2952150033032611180001,,
"La battaglia di Legnano",,Q468546,"La_battaglia_di_Legnano_(Verdi,_Giuseppe)",184119797,,
"La Basoche",,Q6461139,"La_basoche_(Messager,_André)",181833544,,
"L'ultimo giorno di Pompei",,Q15476738,,181256015,,
L’uccellatrice,,Q21786393,,183325563,,
"L'oracolo in Messenia",,Q6455974,"Oracolo_in_Messenia,_RV_726_(Vivaldi,_Antonio)",299482842,,
"L’opera seria",,Q25093621,,204617965,,
L’olimpiade,,Q21205064,"L'Olimpiade,_P.145_(Pergolesi,_Giovanni_Battista)",183112562,,
L'Olimpiade,,Q3500247,"L'Olimpiade,_ED.10:C12_(Mysliveček,_Josef)",,,
L'olimpiade,,Q5967656,"Olimpiade,_R.1.70_(Paisiello,_Giovanni)",,,
L'olimpiade,,Q5967652,"L'Olimpiade_(Jommelli,_Niccolò)",,,
L'olimpiade,,Q5967655,"L'Olimpiade_(Leo,_Leonardo)",,,
L'olimpiade,,Q5967650,"L'Olimpiade_(Hasse,_Johann_Adolph)",,,
L'olimpiade,,Q5967641,"L'Olimpiade_(Cimarosa,_Domenico)",,,
L'Olimpiade,,Q785528,"L'Olimpiade,_RV_725_(Vivaldi,_Antonio)",184107944,,
"L'œil crevé",,Q60770728,L'œil_crevé_(Hervé),293155946,,
"L'occasione fa il ladro",,Q651596,"L'occasione_fa_il_ladro_(Rossini,_Gioacchino)",180723893,,
"L'oca del Cairo",,Q2634039,"L'oca_del_Cairo,_K.422_(Mozart,_Wolfgang_Amadeus)",176800922,,
"L'italiana in Algeri",,Q589932,"L'italiana_in_Algeri_(Rossini,_Gioacchino)",174157702,,
"L'isola disabitata",,Q468384,"L'isola_disabitata,_Hob.XXVIII:9_(Haydn,_Joseph)",174411949,,
"L’intrigo della lettera",,Q1880694,,3721162844760073240005,,
"L'inimico delle donne",,Q60792515,,186109475,,
"L'inganno trionfante in amore",,Q120752774,"L'inganno_trionfante_in_amore,_RV_721_(Vivaldi,_Antonio)",293331308,,
"L'infedeltà delusa",,Q555655,,180431220,,
"L'incoronazione di Dario",,Q902040,"L'incoronazione_di_Dario,_RV_719_(Vivaldi,_Antonio)",293615724,,
"L'incontro improvviso",,Q478102,"L'incontro_improvviso,_Hob.XXVIII:6_(Haydn,_Joseph)",179223614,,
"L'impresario in angustie",,Q1131868,,185288965,,
"L'impresario delle Canarie",,Q105061141,,183973691,,
"L'île du rêve",,Q85775261,"L'île_du_rêve_(Hahn,_Reynaldo)",199743151,,
"L'île de Tulipatan",,Q1213628,"L'île_de_Tulipatan_(Offenbach,_Jacques)",179844590,,
"L'hôtellerie portugaise",,Q6455951,"L'hôtellerie_portugaise_(Cherubini,_Luigi)",,,
"L'étoile du nord",,Q904066,"L'étoile_du_nord_(Meyerbeer,_Giacomo)",184288505,,
L'étoile,,Q1197145,"L'étoile_(Chabrier,_Emmanuel)",295224865,,
"L'esule di Roma",,Q471164,"L'esule_di_Roma_(Donizetti,_Gaetano)",178829699,,
"L'esule di Granata",,Q3065357,,292536460,,
"L'equivoco stravagante",,Q936667,"L'equivoco_stravagante_(Rossini,_Gioacchino)",175631753,,
"L'épreuve villageoise",,Q6456045,,294781035,,
"L'enfant prodigue",,Q6455923,"L'enfant_prodigue_(Auber,_Daniel_François_Esprit)",,,
"L'elisir d'amore",,Q332536,,181535071,,
L'éclair,,Q1478200,,181044524,,
"L'attaque du moulin",,Q3109729,"L'attaque_du_moulin_(Bruneau,_Alfred)",,,
"L'assedio di Calais",,Q846737,,182255464,,
"L'Armida immaginaria",,Q6455592,,292363780,,
L'Arlesiana,,Q2288398,,9304147270442835700003,,
"L'arbore di Diana",,Q6455890,,175992412,,
"L'amore innocente",,Q1880575,"L'amore_innocente_(Salieri,_Antonio)",,,
"L’Amore Ammalato",,Q18018418,,186591216,,
"Rhapsody in Blue",rhapsody,Q722599,"Rhapsody in Blue (Gershwin, George)",177809918,"George Gershwin",
"Rhapsody in Blue","symphonic music",Q722599,"Rhapsody in Blue (Gershwin, George)",177809918,"George Gershwin",
"Symphony No.1, Op.21",symphony,Q163493,"Symphony No.1, Op.21 (Beethoven, Ludwig van)",302535543,"Ludwig van Beethoven",
"Stabat Mater","liturgical music",Q778788,"Stabat Mater (Rossini, Gioacchino)",180040764,"Gioachino Rossini",
"Stabat Mater",motet,Q778788,"Stabat Mater (Rossini, Gioacchino)",180040764,"Gioachino Rossini",
"Stabat Mater","church cantata",Q778788,"Stabat Mater (Rossini, Gioacchino)",180040764,"Gioachino Rossini",
"Symphony No. 8",symphony,Q270853,"Symphony No.8 (Mahler, Gustav)",177826187,"Gustav Mahler",
"Symphony No. 7",symphony,Q261074,"Symphony No.7 (Mahler, Gustav)",294470896,"Gustav Mahler",
"Symphony No. 5",symphony,Q240240,"Symphony No.5 (Mahler, Gustav)",303734598,"Gustav Mahler",
"Symphony No. 4",symphony,Q231216,"Symphony No.4 (Mahler, Gustav)",175598426,"Gustav Mahler",
"Symphony No. 3",symphony,Q223525,"Symphony No.3 (Mahler, Gustav)",177406696,"Gustav Mahler",
"Violin Concerto in D major, Op. 61",concerto,Q787378,"Violin Concerto in D major, Op.61 (Beethoven, Ludwig van)",179425016,"Ludwig van Beethoven",
"Impromptu No.6, Op.86",impromptu,Q124767360,"Impromptu No.6, Op.86 (Fauré, Gabriel)",293617886,"Gabriel Fauré",
"Impromptu No.6, Op.86","harp music",Q124767360,"Impromptu No.6, Op.86 (Fauré, Gabriel)",293617886,"Gabriel Fauré",
"Songs and Dances of Death","song cycle",Q466218,"Songs_and_Dances_of_Death_(Mussorgsky,_Modest)",179025904,"Modest Petrovich Mussorgsky","Nikolai Rimsky-Korsakov"
"Le martyre de saint Sébastien",play,Q1514166,"Le martyre de saint Sébastien (Debussy, Claude)",186091798,"Claude Debussy",
"Romeo and Juliet",play,Q83186,,313670221,"William Shakespeare",
"La Gerusalemme liberata","epic poem",Q1053313,,174220843,,
"Violin Concerto, RV 310",concerto,Q116050280,"Violin Concerto in G major, RV 310 (Vivaldi, Antonio)",176042752,"Antonio Vivaldi","Fausto Torrefranca"
"L'Orfeo, SV 318",opera,Q724008,"L'Orfeo, SV 318 (Monteverdi, Claudio)",175180300,"Claudio Monteverdi","Vincent d'Indy"
"Orchestral Suite No.2 in B minor, BWV 1067",suite,Q12406816,"Orchestral Suite No.2 in B minor, BWV 1067 (Bach, Johann Sebastian)",205096750,"Johann Sebastian Bach","Max Reger"
"Orchestral Suite No.2 in B minor, BWV 1067",overture,Q12406816,"Orchestral Suite No.2 in B minor, BWV 1067 (Bach, Johann Sebastian)",205096750,"Johann Sebastian Bach","Max Reger"
"Piano Quintet, Op.44","chamber music",Q1620665,"Piano Quintet, Op.44 (Schumann, Robert)",293468157,"Robert Schumann",
"Messe de Nostre Dame",mass,Q1510075,"Messe de Nostre Dame (Machaut, Guillaume de)",180636730,"Guillaume de Machaut","Pierre Aelberts"
"La mascotte","comic opera",Q3210615,"La mascotte (Audran, Edmond)",174573742,"Edmond Audran",
"Symphony No. 2, Op. 17",symphony,Q210585,"Symphony No.2, Op.17 (Tchaikovsky, Pyotr)",300858500,"Pyotr Ilyich Tchaikovsky",
"Miroirs, M.43","piano cycle",Q770354,"Miroirs, M.43 (Ravel, Maurice)",185362313,"Maurice Ravel",
"Symphony No.86 in D major, Hob.I:86",symphony,Q273132,"Symphony No.86 in D major, Hob.I:86 (Haydn, Joseph)",176398844,"Joseph Haydn",
"La valse, M.72",ballet,Q776559,"La valse, M.72 (Ravel, Maurice)",183881641,"Maurice Ravel",
"Images, Book 2","piano cycle",Q1132712,"Images, 2ème série (Debussy, Claude)",178572051,"Claude Debussy",
"Images, Book 2","programme music",Q1132712,"Images, 2ème série (Debussy, Claude)",178572051,"Claude Debussy",
Messiah,oratorio,Q207732,"Messiah, HWV 56 (Handel, George Frideric)",175149282,"George Frideric Handel",
"Ave Maria","liturgical music",Q790310,"Ave Maria, CG 89 (Gounod, Charles)",186237080,"Charles Gounod",
"Ave Maria","liturgical music",Q790310,"Ave Maria, CG 89 (Gounod, Charles)",186237080,"Johann Sebastian Bach",
"Pietà, Signore",aria,Q11499275,"Pietà,_Signore_(Anonymous)",,"Alessandro Stradella","Alfred Lefébure-Wély"
"Pietà, Signore",aria,Q11499275,"Pietà,_Signore_(Anonymous)",,"Alessandro Stradella","Napoléon Joseph Ney"
"Pietà, Signore","musical hoax",Q11499275,"Pietà,_Signore_(Anonymous)",,"Alessandro Stradella","Alfred Lefébure-Wély"
"Pietà, Signore","musical hoax",Q11499275,"Pietà,_Signore_(Anonymous)",,"Alessandro Stradella","Napoléon Joseph Ney"
"Symphony No. 2",symphony,Q210549,"Symphony No.2 (Mahler, Gustav)",183672696,"Gustav Mahler",
"Symphony No. 1",symphony,Q163553,"Symphony No.1 (Mahler, Gustav)",181843157,"Gustav Mahler",
"Kol Nidrei",,Q1591340,"Kol Nidrei, Op.47 (Bruch, Max)",179502661,"Max Bruch",
"The Carnival of the Animals",suite,Q941724,"Le carnaval des animaux (Saint-Saëns, Camille)",177405837,"Camille Saint-Saëns",
"The Carnival of the Animals","programme music",Q941724,"Le carnaval des animaux (Saint-Saëns, Camille)",177405837,"Camille Saint-Saëns",
"Nocturnes, Op. 9",nocturne,Q1140459,"Nocturnes, Op.9 (Chopin, Frédéric)",174015807,"Frédéric Chopin","Adrien-François Servais"
"Nocturnes, Op. 9","piano cycle",Q1140459,"Nocturnes, Op.9 (Chopin, Frédéric)",174015807,"Frédéric Chopin","Adrien-François Servais"
Kinderszenen,"piano cycle",Q1569982,"Kinderszenen, Op.15 (Schumann, Robert)",174865068,,
"Berceuse, Op. 16",berceuse,Q55605233,"Berceuse,_Op.16_(Fauré,_Gabriel)",181652665,,
"Six moments musicaux","piano cycle",Q1257344,"Moments_Musicaux,_D.780_(Schubert,_Franz)",,,
"Italian Concerto","keyboard concerto",Q2293299,"Italienisches_Konzert,_BWV_971_(Bach,_Johann_Sebastian)",183832488,,
"Die Kunst der Fuge","compilation album",Q465878,"Die_Kunst_der_Fuge,_BWV_1080_(Bach,_Johann_Sebastian)",180226540,,
"Harpsichord Concerto No.1 in D minor, BWV 1052","harpsichord concerto",Q11915166,"Harpsichord_Concerto_No.1_in_D_minor,_BWV_1052_(Bach,_Johann_Sebastian)",183048884,,
"L'art de toucher le clavecin","dance music",Q3817964,"L'Art de toucher le clavecin (Couperin, François)",185250979,"François Couperin",
"L'art de toucher le clavecin",solo,Q3817964,"L'Art de toucher le clavecin (Couperin, François)",185250979,"François Couperin",
"The Well-Tempered Clavier",prelude,Q211971,"Das wohltemperierte Klavier I, BWV 846-869 (Bach, Johann Sebastian)",383145911073927060072,"Johann Sebastian Bach","Ferruccio Busoni"
"The Well-Tempered Clavier",prelude,Q211971,"Das wohltemperierte Klavier I, BWV 846-869 (Bach, Johann Sebastian)",383145911073927060072,"Johann Sebastian Bach","Orlando Morgan"
"The Well-Tempered Clavier",prelude,Q211971,"Das wohltemperierte Klavier I, BWV 846-869 (Bach, Johann Sebastian)",383145911073927060072,"Johann Sebastian Bach","Blanche Selva"
"The Well-Tempered Clavier",prelude,Q211971,"Das wohltemperierte Klavier I, BWV 846-869 (Bach, Johann Sebastian)",383145911073927060072,"Johann Sebastian Bach","Carl Czerny"
"The Well-Tempered Clavier",prelude,Q211971,"Das wohltemperierte Klavier I, BWV 846-869 (Bach, Johann Sebastian)",383145911073927060072,"Johann Sebastian Bach","Béla Bartók"
"The Well-Tempered Clavier",prelude,Q211971,"Das wohltemperierte Klavier I, BWV 846-869 (Bach, Johann Sebastian)",383145911073927060072,"Johann Sebastian Bach","Georges Sporck"
"The Well-Tempered Clavier",fugue,Q211971,"Das wohltemperierte Klavier I, BWV 846-869 (Bach, Johann Sebastian)",383145911073927060072,"Johann Sebastian Bach","Ferruccio Busoni"
"The Well-Tempered Clavier",fugue,Q211971,"Das wohltemperierte Klavier I, BWV 846-869 (Bach, Johann Sebastian)",383145911073927060072,"Johann Sebastian Bach","Orlando Morgan"
"The Well-Tempered Clavier",fugue,Q211971,"Das wohltemperierte Klavier I, BWV 846-869 (Bach, Johann Sebastian)",383145911073927060072,"Johann Sebastian Bach","Blanche Selva"
"The Well-Tempered Clavier",fugue,Q211971,"Das wohltemperierte Klavier I, BWV 846-869 (Bach, Johann Sebastian)",383145911073927060072,"Johann Sebastian Bach","Carl Czerny"
"The Well-Tempered Clavier",fugue,Q211971,"Das wohltemperierte Klavier I, BWV 846-869 (Bach, Johann Sebastian)",383145911073927060072,"Johann Sebastian Bach","Béla Bartók"
"The Well-Tempered Clavier",fugue,Q211971,"Das wohltemperierte Klavier I, BWV 846-869 (Bach, Johann Sebastian)",383145911073927060072,"Johann Sebastian Bach","Georges Sporck"
"Orfeo ed Euridice",opera,Q723776,"Orfeo ed Euridice, Wq.30 (Gluck, Christoph Willibald)",177820918,"Christoph Willibald von Gluck",
"Scipione, HWV 20",,Q1633345,"Publio Cornelio Scipione, HWV 20 (Handel, George Frideric)",174951550,"George Frideric Handel",
"Lascia ch'io pianga",aria,Q3359421,"Rinaldo, HWV 7b (Handel, George Frideric)",177844989,"George Frideric Handel",
"Crux fidelis",poem,Q1739386,,202972976,,
"Il ritorno d'Ulisse in patria",,Q907047,"Il ritorno d'Ulisse in patria, SV 325 (Monteverdi, Claudio)",181035263,"Claudio Monteverdi","Vincent d'Indy"
"Le Huron",,Q6507076,"Le_Huron_(Grétry,_André_Ernest_Modeste)",180576908,,
