"Object ID",FAAM-ID,Title,"Musical Works - Object ID","[Agent] Agent - Object ID","[Agent] Role - Object ID","[Agent] Date Start","[Agent] Location Reference - Object ID","[Organisation] Organisation - Object ID","[Organisation] Date Start","[Organisation] Role - Object ID","[Organisation] Location Reference - Object ID"
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002024,15996223,15990790,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002024,15996222,15990790,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002024,15996215,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002024,15996221,15990790,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002024,15995756,15996312,1843,47086,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002024,15995756,15990790,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002024,15996220,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002024,15996219,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002024,15996217,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002024,15996216,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002024,15996213,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002024,15996201,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002024,15996204,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002025,15996223,15990790,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002025,15996222,15990790,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002025,15996215,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002025,15996221,15990790,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002025,15995756,15996312,1843,47086,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002025,15995756,15990790,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002025,15996220,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002025,15996219,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002025,15996217,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002025,15996216,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002025,15996213,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002025,15996201,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002025,15996204,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002026,15996223,15990790,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002026,15996222,15990790,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002026,15996215,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002026,15996221,15990790,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002026,15995756,15996312,1843,47086,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002026,15995756,15990790,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002026,15996220,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002026,15996219,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002026,15996217,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002026,15996216,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002026,15996213,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002026,15996201,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002026,15996204,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002027,15996223,15990790,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002027,15996222,15990790,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002027,15996215,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002027,15996221,15990790,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002027,15995756,15996312,1843,47086,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002027,15995756,15990790,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002027,15996220,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002027,15996219,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002027,15996217,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002027,15996216,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002027,15996213,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002027,15996201,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002027,15996204,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002028,15996223,15990790,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002028,15996222,15990790,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002028,15996215,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002028,15996221,15990790,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002028,15995756,15996312,1843,47086,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002028,15995756,15990790,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002028,15996220,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002028,15996219,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002028,15996217,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002028,15996216,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002028,15996213,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002028,15996201,15990789,,,,,,
15992774,KMN-100549,"Recueil des morceaux de musique ancienne : executés aux concerts de la Sociéte de musique vocale religieuse et classique fondée a Paris en 1843 [...] sous la direction de Mr. le Prince de la Moskowa. [Deuxième volume, Nr 8-20]",16002028,15996204,15990789,,,,,,
15992775,BSB-991078131189707356,"Palestrina's Messe für die Verstorbenen (Missa requiem) : nebst d. Responsorium Libera me. In d. heutigen Schreibweise hrsg. u. mit e. erklärenden Einl. vers.",16002005,15996210,15996312,1853,34071,,,,
15992775,BSB-991078131189707356,"Palestrina's Messe für die Verstorbenen (Missa requiem) : nebst d. Responsorium Libera me. In d. heutigen Schreibweise hrsg. u. mit e. erklärenden Einl. vers.",16002005,15996209,15990790,1853,,,,,
15992775,BSB-991078131189707356,"Palestrina's Messe für die Verstorbenen (Missa requiem) : nebst d. Responsorium Libera me. In d. heutigen Schreibweise hrsg. u. mit e. erklärenden Einl. vers.",16002005,15996128,15990789,,,,,,
15992776,BSB-991078130809707356,"Missa Hodie Christus natus est : octo vocibus concinenda",16002029,15996224,15996312,1871,27430,,,,
15992776,BSB-991078130809707356,"Missa Hodie Christus natus est : octo vocibus concinenda",16002029,15996205,15990793,,,,,,
15992776,BSB-991078130809707356,"Missa Hodie Christus natus est : octo vocibus concinenda",16002029,15996128,15990789,,,,,,
15992776,BSB-991078130809707356,"Missa Hodie Christus natus est : octo vocibus concinenda",16002029,15996151,15990789,,,,,,
15992777,ORP-20140284b,"Kantate Nr. 60. O Ewigkeit, du Donnerwort",16002042,16002522,15996312,1863,29705,,,,
15992777,ORP-20140284b,"Kantate Nr. 60. O Ewigkeit, du Donnerwort",16002042,15996205,15990792,,,,,,
15992777,ORP-20140284b,"Kantate Nr. 60. O Ewigkeit, du Donnerwort",16002042,15996220,15990789,,,,,,
15992777,ORP-20140284b,"Kantate Nr. 60. O Ewigkeit, du Donnerwort",16002042,15996193,15996312,1891,29705,,,,
15992778,KCG-000735537,"Villanelle : pour Flûte (ou Hautbois) et Violoncelle : Op. 12",16002043,16002521,15996312,,47086,,,,
15992778,KCG-000735537,"Villanelle : pour Flûte (ou Hautbois) et Violoncelle : Op. 12",16002043,15996080,15990789,,,,,,
15992779,KCG-000356107,"Crois-moi! : romance",16002044,16002519,15996312,,5474,,,,
15992779,KCG-000356107,"Crois-moi! : romance",16002044,16002518,15996288,,,,,,
15992779,KCG-000356107,"Crois-moi! : romance",16002044,15996230,15990789,,,,,,
15992780,KCG-000370132,"5me. Grand Solo : Pour le Flute avec Acct. de deux violons alto et basse ou Piano : Composé pour Les Concerts du Conservatoire : Op: 79.",16002045,15996260,15996312,1839,47086,,,,
15992780,KCG-000370132,"5me. Grand Solo : Pour le Flute avec Acct. de deux violons alto et basse ou Piano : Composé pour Les Concerts du Conservatoire : Op: 79.",16002045,15995900,15990789,,,,,,
15992781,KCG-000370115,"L'Angelus : Fantaisie : pour La Flûte avec Accompagnement de deux Violons, Alto, Basse, deux Clarinettes, deux Cors obligés et deux Bassons, (ou du Piano Forte) : Op. 46.",16002517,16002433,15996312,,34071,,,,
15992781,KCG-000370115,"L'Angelus : Fantaisie : pour La Flûte avec Accompagnement de deux Violons, Alto, Basse, deux Clarinettes, deux Cors obligés et deux Bassons, (ou du Piano Forte) : Op. 46.",16002517,15995900,15990789,,,,,,
15992782,KCA-030901294238,"Le retour d'Ulysse",16002047,15996023,15990789,,,,,,
15992782,KCA-030901294238,"Le retour d'Ulysse",16002047,15996130,15990789,,,,,,
15992782,KCA-030901294238,"Le retour d'Ulysse",16002047,15996232,15996288,,,,,,
15992782,KCA-030901294238,"Le retour d'Ulysse",16002047,15996231,15996312,1926,47086,,,,
15992783,KCA-TP-117692,"Patrouille persane pour piano",,16002516,15996312,,5544,,,,
15992783,KCA-TP-117692,"Patrouille persane pour piano",,15996193,15996312,,29705,,,,
15992783,KCA-TP-117692,"Patrouille persane pour piano",,15996233,15990789,,,,,,
15992784,KCA-030903430186,Hafiz,,16002514,15996288,,,,,,
15992784,KCA-030903430186,Hafiz,,15996015,15990789,,,,,,
15992785,BSB-991077342629707356,"Missa ""secunda"": ad quatuor voces inaequales",16002048,15996145,15990789,,,,,,
15992785,BSB-991077342629707356,"Missa ""secunda"": ad quatuor voces inaequales",16002048,15996151,15990790,1869,,,,,
15992785,BSB-991077342629707356,"Missa ""secunda"": ad quatuor voces inaequales",16002048,15996224,15996312,1870,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002049,15996128,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002049,15996237,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002049,15996236,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002049,15996201,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002049,15996238,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002049,15996235,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002049,16002144,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002049,15996216,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002049,15996150,15996312,1855,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002049,15996150,15990790,1855,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002050,15996128,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002050,15996237,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002050,15996236,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002050,15996201,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002050,15996238,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002050,15996235,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002050,16002144,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002050,15996216,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002050,15996150,15996312,1855,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002050,15996150,15990790,1855,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002051,15996128,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002051,15996237,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002051,15996236,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002051,15996201,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002051,15996238,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002051,15996235,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002051,16002144,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002051,15996216,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002051,15996150,15996312,1855,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002051,15996150,15990790,1855,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002052,15996128,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002052,15996237,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002052,15996236,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002052,15996201,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002052,15996238,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002052,15996235,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002052,16002144,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002052,15996216,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002052,15996150,15996312,1855,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002052,15996150,15990790,1855,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002054,15996128,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002054,15996237,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002054,15996236,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002054,15996201,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002054,15996238,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002054,15996235,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002054,16002144,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002054,15996216,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002054,15996150,15996312,1855,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002054,15996150,15990790,1855,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002055,15996128,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002055,15996237,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002055,15996236,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002055,15996201,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002055,15996238,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002055,15996235,15990789,,,,,,
15992786,BSB-991099188989707356,"Liber motettorum. 3: Nr. XVII - XXIV",16002055,16002144,15990789,,,,,,
