category,faam_property,type,value,base_url
metadata,label,string,"Joseph II, Holy Roman Emperor",
metadata,description,string,Holy Roman Emperor from 1765 to 1790,
metadata,aliases,string,Josef II,
metadata,aliases,string,"Joseph II, Holy Roman Emperor",
metadata,qid,externalid,Q76555,http://wwww.wikidata.org/entity/
metadata,nodegoat_id,id,15991026,
