category,faam_property,type,value,base_url
metadata,label,string,piano concerto,
metadata,description,string,musical composition for piano and orchestra,
metadata,aliases,string,concerto for piano,
metadata,aliases,string,piano concerto,
metadata,qid,externalid,Q1746028,http://wwww.wikidata.org/entity/
metadata,nodegoat_id,id,15990645,
