category,faam_property,type,value,base_url,label
metadata,label,string,bass drum,,
metadata,description,string,percussion instrument,,
metadata,aliases,string,kick drum,,
metadata,aliases,string,bass drum,,
metadata,qid,externalid,Q211028,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,15990852,,
statements,subclass of,item,LhfzpyFP,,drum
