category,faam_property,type,value,base_url,label
metadata,label,string,legato,,
metadata,description,string,indicates that musical notes are played or sung smoothly and connected,,
metadata,aliases,string,legato,,
metadata,qid,externalid,Q649116,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,15992152,,
statements,subclass of,item,N3zXzUfu,,articulation
statements,subclass of,item,UJ57Ew5y,,musical phrasing
statements,instance of,item,fxtj72S3,,musical notation
statements,instance of,item,DidEqfmX,,glyph
statements,musical parameter,item,4AMPVsN8,,timbre
statements,musical parameter,item,R9hADWGS,,duration
statements,used by,item,oMERLdSN,,performer
statements,used by,item,6UPEJgTQ,,editor
statements,used by,item,AcFWzeQH,,conductor
