category,faam_property,type,value,base_url
metadata,label,string,alto horn,
metadata,label,string,alto horn,
metadata,description,string,brass instrument in the saxhorn family usually pitched in E♭,
metadata,id,id,kzt5LpXs,
metadata,nodegoat_id,id,15990831,
metadata,qid,externalid,Q157420,http://wwww.wikidata.org/entity/
metadata,aliases,string,Althorn,
metadata,aliases,string,E♭ horn,
metadata,aliases,string,cavalry horn,
metadata,aliases,string,E-flat horn,
metadata,aliases,string,mellophone,
metadata,aliases,string,alto horn,
