category,faam_property,type,value,base_url
metadata,label,string,human,
metadata,description,string,"any single member of Homo sapiens, unique extant species of the genus Homo",
metadata,aliases,string,human being,
metadata,aliases,string,people,
metadata,aliases,string,individual human,
metadata,aliases,string,nonfictional human,
metadata,aliases,string,non-fictional human,
metadata,aliases,string,person,
metadata,aliases,string,individual Homo sapiens,
metadata,aliases,string,modern human,
metadata,aliases,string,human,
metadata,qid,externalid,Q5,http://wwww.wikidata.org/entity/
metadata,nodegoat_id,id,15990584,
