category,faam_property,type,value,base_url
metadata,label,string,Kingdom of England,
metadata,label,string,Kingdom of England,
metadata,description,string,historic kingdom on the British Isles (927–1649; 1660–1707),
metadata,nodegoat_id,id,16004395,
metadata,qid,externalid,Q179876,http://wwww.wikidata.org/entity/
metadata,aliases,string,England,
metadata,aliases,string,Kingdom of England,
