category,faam_property,type,value,base_url
metadata,label,string,ornament,
metadata,description,string,"musical flourishes that are not necessary to carry the overall line of the melody (or harmony), but serve instead to decorate or ""ornament"" that line",
metadata,aliases,string,ornamentation,
metadata,aliases,string,musical ornament,
metadata,aliases,string,musical embellishment,
metadata,aliases,string,embellishment,
metadata,aliases,string,abbellimento,
metadata,aliases,string,ornament,
metadata,qid,externalid,Q739589,http://wwww.wikidata.org/entity/
metadata,nodegoat_id,id,15992163,
