category,faam_property,type,value,base_url,label
metadata,label,string,Edition Peters,,
metadata,label,string,Edition Peters,,
metadata,description,string,German music publishing house,,
metadata,id,id,GQ9LXzE7,,
metadata,nodegoat_id,id,16002499,,
metadata,aliases,string,C. F. Peters,,
metadata,aliases,string,Peters Verlag,,
metadata,aliases,string,Edition Peters Group,,
metadata,aliases,string,Bureau de Musique,,
metadata,aliases,string,Edition Peters,,
metadata,qid,externalid,Q468157,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,135683334,https://viaf.org/viaf/,
statements,instance of,item,2fXfbLCV,,music publishing company
resources,image,image,,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
