category,faam_property,type,value,base_url,label
metadata,label,string,"Salve Regina misericordiae, LV 881",,
metadata,description,string,motet by Orlande Lassus from 1586,,
metadata,aliases,string,Salve Regina a 4,,
metadata,aliases,string,Salve Regina misericordiae,,
metadata,qid,externalid,Q124316002,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16002022,,
statements,IMSLP ID,externalid,"Salve Regina, LV 881",https://imslp.org/wiki/,
statements,form of creative work,item,ik3NwdWW,,motet
statements,form of creative work,item,7UGJWsQF,,Marian hymn
statements,creator,item,kkHrN3TP,,Orlande de Lassus
statements,adapted by,item,jZ5Za9W2,,Napoléon Joseph Ney
