category,faam_property,type,value,base_url,label
metadata,label,string,Klindworth-Scharwenka Conservatory,,
metadata,description,string,school,,
metadata,aliases,string,Klindworth-Scharwenka Conservatory,,
metadata,qid,externalid,Q118652,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,15991048,,
statements,country,item,CTNhzr7a,,Germany
