category,faam_property,type,value,base_url
metadata,label,string,Canberra,
metadata,label,string,Canberra,
metadata,description,string,capital city of Australia,
metadata,id,id,mQsKWc6i,
metadata,nodegoat_id,id,4213,
metadata,qid,externalid,Q3114,http://wwww.wikidata.org/entity/
metadata,aliases,string,Canberra,
metadata,aliases,string,"Canberra, Australia",
metadata,aliases,string,"Canberra, Australian Capital Territory",
statements,GeoNames ID,externalid,2172517,https://www.geonames.org/
statements,GeoNames ID,externalid,AU,https://www.geonames.org/
