category,faam_property,type,value,base_url
metadata,label,string,jurist,
metadata,label,string,historian,
metadata,description,string,"legal scholar or academic, a professional who studies, teaches, and develops law",
metadata,id,id,JaMVyYYq,
metadata,nodegoat_id,id,15990962,
metadata,qid,externalid,Q185351,http://wwww.wikidata.org/entity/
metadata,aliases,string,lawyer,
metadata,aliases,string,legal professional,
metadata,aliases,string,legal expert,
metadata,aliases,string,legal scholar,
metadata,aliases,string,legal practitioner,
metadata,aliases,string,jurist,
