category,faam_property,type,value,base_url
metadata,label,string,string quartet,
metadata,label,string,string quartet,
metadata,description,string,musical composition written to be performed by a string quartet,
metadata,id,id,hgqVWYzo,
metadata,nodegoat_id,id,15990665,
metadata,qid,externalid,Q11487510,http://wwww.wikidata.org/entity/
metadata,aliases,string,string quartet (musical work),
metadata,aliases,string,composition for string quartet,
metadata,aliases,string,string quartet composition,
metadata,aliases,string,string quartet,
