category,faam_property,type,value,base_url
metadata,label,string,One Thousand and One Nights,
metadata,description,string,collection of Middle Eastern folk stories,
metadata,aliases,string,"1,001 Nights",
metadata,aliases,string,"The 1,001 Nights",
metadata,aliases,string,Arabian Nights,
metadata,aliases,string,The Arabian Nights,
metadata,aliases,string,1001 night,
metadata,aliases,string,1001 Arabian nights,
metadata,aliases,string,Las mil y una noches,
metadata,aliases,string,El libro de las mil y una noches,
metadata,aliases,string,Noches árabes,
metadata,aliases,string,Mil y una noches,
metadata,aliases,string,The One Thousand and One Nights,
metadata,aliases,string,Thousand and One Nights,
metadata,aliases,string,The Thousand and One Nights,
metadata,aliases,string,1001 Nights,
metadata,aliases,string,The 1001 Nights,
metadata,aliases,string,Arabian Nights Entertainments,
metadata,aliases,string,One Thousand and One Nights,
metadata,qid,externalid,Q8258,http://wwww.wikidata.org/entity/
metadata,nodegoat_id,id,15990697,
