category,faam_property,type,value,base_url
metadata,label,string,Soviet Union,
metadata,label,string,Soviet Union,
metadata,description,string,former country in Eurasia (1922–1991),
metadata,nodegoat_id,id,15997465,
metadata,qid,externalid,Q15180,http://wwww.wikidata.org/entity/
metadata,aliases,string,USSR,
metadata,aliases,string,U.S.S.R.,
metadata,aliases,string,Soviets,
metadata,aliases,string,U.S.S.R,
metadata,aliases,string,the Union of Soviet Socialist Republics,
metadata,aliases,string,the Soviet Union,
metadata,aliases,string,Union of Soviet Socialist Republics,
metadata,aliases,string,The Soviets,
metadata,aliases,string,CCCP,
metadata,aliases,string,SU,
metadata,aliases,string,URS,
metadata,aliases,string,The USSR,
metadata,aliases,string,Soviet Union,
