category,faam_property,type,value,base_url
metadata,label,string,Philip of Hesse-Darmstadt,
metadata,description,string,Austrian field marshal (1671-1736),
metadata,aliases,string,Philip of Hesse-Darmstadt,
metadata,qid,externalid,Q669773,http://wwww.wikidata.org/entity/
metadata,nodegoat_id,id,15991074,
