category,faam_property,type,value,base_url,label
metadata,label,string,bowing,,
metadata,label,string,bowing,,
metadata,description,string,a way of producing sound (articulation) on stringed instruments using a bow,,
metadata,id,id,HXG9NWiG,,
metadata,nodegoat_id,id,15992229,,
metadata,qid,externalid,Q9338812,http://wwww.wikidata.org/entity/,
metadata,aliases,string,bowing,,
statements,subclass of,item,gyJdd63T,,musical instrument part
statements,instance of,item,N2f5NSgz,,musical notation
statements,instance of,item,aB3G93He,,musical technique
statements,musical parameter,item,k5PWRY6Q,,timbre
statements,used by,item,GoiPpGap,,performing artist
statements,used by,item,2ZAuwsSp,,conductor
