category,faam_property,type,value,base_url,label
metadata,label,string,fortissimo,,
metadata,label,string,fortissimo,,
metadata,description,string,musical dynamics notation,,
metadata,nodegoat_id,id,15992194,,
metadata,qid,externalid,Q3748790,http://wwww.wikidata.org/entity/,
metadata,aliases,string,ff,,
metadata,aliases,string,𝆑𝆑,,
metadata,aliases,string,fortissimo,,
statements,subclass of,item,jtdizrxR,,forte
statements,instance of,item,N2f5NSgz,,musical notation
statements,musical parameter,item,XtPVttT2,,loudness
statements,used by,item,fkHJwpoD,,composer
statements,used by,item,2ZAuwsSp,,conductor
statements,used by,item,45qo3Fj3,,music editor
