category,faam_property,type,value,base_url,label
metadata,label,string,Giuseppe Maria Boschi,,
metadata,label,string,Giuseppe Maria Boschi,,
metadata,description,string,Italian opera singer,,
metadata,nodegoat_id,id,15995849,,
metadata,aliases,string,Giuseppe Maria Boschi,,
metadata,qid,externalid,Q1528416,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,"4,01E+34",https://viaf.org/viaf/,
statements,RISM ID,externalid,people/571115,https://rism.online/,
statements,date of birth,date,1675,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,n9MN9cLo,,opera singer
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,7L3SCe2M,,Republic of Venice
statements,place of birth,item,RAh7Af5W,,Mantua
statements,place of death,item,RAh7Af5W,,Mantua
statements,instrument,item,KJkThvsq,,voice
