category,faam_property,type,value,base_url,label
metadata,label,string,performance practice,,
metadata,label,string,performance practice,,
metadata,description,string,study of the performance of music,,
metadata,nodegoat_id,id,15992131,,
metadata,qid,externalid,Q124518087,http://wwww.wikidata.org/entity/,
metadata,aliases,string,performance practice,,
statements,subclass of,item,2pd863Hk,,
statements,subclass of,item,Vv36Q4AL,,
statements,instance of,item,BH3QSV35,,musical concept
statements,used by,item,GoiPpGap,,performing artist
statements,used by,item,45qo3Fj3,,music editor
