category,faam_property,type,value,base_url
metadata,label,string,compilation album,
metadata,label,string,keyboard concerto,
metadata,description,string,album type consisting of works chosen for a particular purpose or theme,
metadata,nodegoat_id,id,15998779,
metadata,qid,externalid,Q222910,http://wwww.wikidata.org/entity/
metadata,aliases,string,compilation disc,
metadata,aliases,string,rarities album,
metadata,aliases,string,comp. album,
metadata,aliases,string,musical compilation album,
metadata,aliases,string,compilation,
metadata,aliases,string,compilation album,
