category,faam_property,type,value,base_url
metadata,label,string,Kingdom of Sardinia,
metadata,label,string,Kingdom of Sardinia,
metadata,description,string,state in Southern Europe from 1324 to 1861,
metadata,id,id,HTDajuzJ,
metadata,nodegoat_id,id,15998232,
metadata,qid,externalid,Q165154,http://wwww.wikidata.org/entity/
metadata,aliases,string,Piedmont-Sardinia,
metadata,aliases,string,Kingdom of Sardinia-Piedmont,
metadata,aliases,string,Kingdom of Sardinia (1324–1861),
metadata,aliases,string,Kingdom of Piedmont-Sardinia,
metadata,aliases,string,Kingdom of Sardinia,
