category,faam_property,type,value,base_url,label
metadata,label,string,Johann André,,
metadata,description,string,German music publishing company,,
metadata,aliases,string,André,,
metadata,aliases,string,Johann André,,
metadata,qid,externalid,Q130348450,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16004348,,
statements,VIAF ID,externalid,139058856,https://viaf.org/viaf/,
statements,VIAF ID,externalid,2020160668351103560000,https://viaf.org/viaf/,
statements,instance of,item,HmGw8E8i,,music publishing company
statements,role,item,7tdgMgre,,publisher
statements,related to,item,Gx3B7DJH,,early music
