category,faam_property,type,value,base_url,label
metadata,label,string,Leiden University,,
metadata,description,string,public university in the Netherlands,,
metadata,aliases,string,University of Leiden,,
metadata,aliases,string,Universiteit Leiden,,
metadata,aliases,string,Rijksuniversiteit Leiden,,
metadata,aliases,string,Leyden University,,
metadata,aliases,string,University of Leyden,,
metadata,aliases,string,universiteitleiden.nl,,
metadata,aliases,string,Leiden Univ.,,
metadata,aliases,string,Rijksuniversiteit te Leiden,,
metadata,aliases,string,Leiden University,,
metadata,qid,externalid,Q156598,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,15991065,,
statements,place,item,iA5dSjTz,,Leiden
statements,country,item,BWX2VNz4,,
