category,faam_property,type,value,base_url
metadata,label,string,historically informed performance,
metadata,label,string,historically informed performance,
metadata,description,string,approach to the performance of classical music,
metadata,id,id,jArGUTgq,
metadata,nodegoat_id,id,15990653,
metadata,qid,externalid,Q1344860,http://wwww.wikidata.org/entity/
metadata,aliases,string,period performance,
metadata,aliases,string,authentic performance,
metadata,aliases,string,HIP,
metadata,aliases,string,historical performance,
metadata,aliases,string,historically informed performance,
