category,faam_property,type,value,base_url
metadata,label,string,scenographer,
metadata,label,string,costume designer,
metadata,description,string,"designers of all visual aspects of a stage production, including scenery, properties, lighting, costume, and makeup",
metadata,id,id,Gh6JqQoo,
metadata,nodegoat_id,id,15990904,
metadata,qid,externalid,Q2707485,http://wwww.wikidata.org/entity/
metadata,aliases,string,stage designer,
metadata,aliases,string,set designer,
metadata,aliases,string,scenic designer,
metadata,aliases,string,scenographer,
