category,faam_property,type,value,base_url
metadata,label,string,semiotician,
metadata,label,string,medievalist,
metadata,description,string,academic specializing in semiotics,
metadata,id,id,fyEFid9Z,
metadata,nodegoat_id,id,15990967,
metadata,qid,externalid,Q16402907,http://wwww.wikidata.org/entity/
metadata,aliases,string,semiologist,
metadata,aliases,string,sémiotici,
metadata,aliases,string,semiotician,
