category,faam_property,type,value,base_url
metadata,label,string,Liège,
metadata,label,string,Liège,
metadata,description,string,"municipality section in the province of Liège, Belgium",
metadata,id,id,Ea672e4Z,
metadata,nodegoat_id,id,5268,
metadata,qid,externalid,Q21765571,http://wwww.wikidata.org/entity/
metadata,aliases,string,Liège,
metadata,aliases,string,Liege,
statements,GeoNames ID,externalid,2792413,https://www.geonames.org/
statements,GeoNames ID,externalid,BE,https://www.geonames.org/
