category,faam_property,type,value,base_url
metadata,label,string,inventor,
metadata,label,string,military officer,
metadata,description,string,"person that devises a new device, method, composition, or process",
metadata,id,id,cUKtquSX,
metadata,nodegoat_id,id,15990945,
metadata,qid,externalid,Q205375,http://wwww.wikidata.org/entity/
metadata,aliases,string,inventor,
