category,faam_property,type,value,base_url
metadata,label,string,octet,
metadata,description,string,musical group that consists of 8 people,
metadata,aliases,string,octet,
metadata,qid,externalid,Q373712,http://wwww.wikidata.org/entity/
metadata,nodegoat_id,id,16002339,
