category,faam_property,type,value,base_url,label
metadata,label,string,Sonata K. 131,,
metadata,label,string,"Keyboard Sonata in B-flat minor, K.131",,
metadata,description,string,sonata by Domenico Scarlatti,,
metadata,nodegoat_id,id,16003523,,
metadata,aliases,string,"Keyboard Sonata in B-flat minor, L.300",,
metadata,aliases,string,Sonata K. 131,,
metadata,qid,externalid,Q78243043,http://wwww.wikidata.org/entity/,
statements,IMSLP ID,externalid,"Keyboard Sonata in B-flat minor, K.131 (Scarlatti, Domenico)",https://imslp.org/wiki/,
statements,VIAF ID,externalid,293969118,https://viaf.org/viaf/,
statements,form of creative work,item,E2chmtzQ,,sonata
statements,creator,item,Na5pMDjZ,,Domenico Scarlatti
statements,adapted by,item,YdWwzL5r,,Carl Czerny
statements,adapted by,item,S2wjk8Yx,,Alessandro Longo
