category,faam_property,type,value,base_url
metadata,label,string,choir director,
metadata,label,string,school teacher,
metadata,description,string,person who directs a choir,
metadata,nodegoat_id,id,15990916,
metadata,qid,externalid,Q1076502,http://wwww.wikidata.org/entity/
metadata,aliases,string,chorus director,
metadata,aliases,string,choir conductor,
metadata,aliases,string,chorus conductor,
metadata,aliases,string,choirmaster,
metadata,aliases,string,choral conductor,
metadata,aliases,string,regens chori,
metadata,aliases,string,regenschorové,
metadata,aliases,string,chorister,
metadata,aliases,string,chorist-master,
metadata,aliases,string,choir director,
