category,faam_property,type,value,base_url
metadata,label,string,alto saxophone,
metadata,label,string,alto saxophone,
metadata,description,string,type of saxophone,
metadata,id,id,k83SiBiW,
metadata,nodegoat_id,id,15990829,
metadata,qid,externalid,Q445275,http://wwww.wikidata.org/entity/
metadata,aliases,string,alto sax,
metadata,aliases,string,a. sax,
metadata,aliases,string,a. saxophone,
metadata,aliases,string,E♭ alto saxophone,
metadata,aliases,string,E♭ alto sax,
metadata,aliases,string,alto saxophone,
