category,faam_property,type,value,base_url,label
metadata,label,string,La dame blanche,,
metadata,label,string,La dame blanche,,
metadata,description,string,opéra comique by François-Adrien Boieldieu,,
metadata,nodegoat_id,id,16000677,,
metadata,aliases,string,La dame blanche,,
metadata,qid,externalid,Q973780,http://wwww.wikidata.org/entity/,
statements,IMSLP ID,externalid,"La_dame_blanche_(Boieldieu,_François_Adrien)",https://imslp.org/wiki/,
statements,VIAF ID,externalid,181446442,https://viaf.org/viaf/,
statements,creator,item,WnfHS9Lr,,François Adrien Boieldieu
statements,adapted by,item,UEYcwrHJ,,Pierre-Louis Hus-Desforges
statements,adapted by,item,3B7D94aX,,Martin-Joseph Mengal
