category,faam_property,type,value,base_url,label
metadata,label,string,La Juive,,
metadata,description,string,opera by Fromental Halévy,,
metadata,aliases,string,The Jewess,,
metadata,aliases,string,La Juive,,
metadata,qid,externalid,Q339043,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16000747,,
statements,IMSLP ID,externalid,"La Juive (Halévy, Fromental)",https://imslp.org/wiki/,
statements,VIAF ID,externalid,185884936,https://viaf.org/viaf/,
statements,form of creative work,item,7AXGCpck,,opera
statements,creator,item,NPPV2XtG,,Fromental Halévy
