category,faam_property,type,value,base_url
metadata,label,string,oratorio,
metadata,description,string,"large musical composition including an orchestra, a choir, and soloists",
metadata,aliases,string,passion oratorio,
metadata,aliases,string,oratory,
metadata,aliases,string,oratorio,
metadata,qid,externalid,Q85477,http://wwww.wikidata.org/entity/
metadata,nodegoat_id,id,15990628,
