category,faam_property,type,value,base_url,label
metadata,label,string,mezzo-soprano,,
metadata,description,string,type of classical female singing voice whose vocal range lies between the soprano and the contralto voice,,
metadata,aliases,string,mezzosoprano,,
metadata,aliases,string,mezzo,,
metadata,aliases,string,mezzo-soprano voice,,
metadata,aliases,string,mezzosoprán,,
metadata,aliases,string,mezzo-soprano,,
metadata,qid,externalid,Q186506,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,15990843,,
statements,instance of,item,g3FMFoiZ,,
statements,subclass of,item,QRJDh2F3,,
statements,subclass of,item,NFAxdnVA,,voice
statements,subclass of,item,Cv5BUeW7,,
