category,faam_property,type,value,base_url
metadata,label,string,opéra comique,
metadata,description,string,genre of French opera,
metadata,aliases,string,opera comique,
metadata,aliases,string,opéra-comique,
metadata,aliases,string,opéra comique,
metadata,qid,externalid,Q785479,http://wwww.wikidata.org/entity/
metadata,nodegoat_id,id,15998747,
