category,faam_property,type,value,base_url
metadata,label,string,Milan,
metadata,label,string,Milano,
metadata,description,string,Italian commune and capital city of Lombardy,
metadata,id,id,6rg7mVNX,
metadata,nodegoat_id,id,75072,
metadata,qid,externalid,Q490,http://wwww.wikidata.org/entity/
metadata,aliases,string,Milan,
metadata,aliases,string,Milano,
metadata,aliases,string,"Milano, Italy",
metadata,aliases,string,"Milan, Italy",
metadata,aliases,string,Mailand,
metadata,aliases,string,"Milan, Lombardy",
statements,GeoNames ID,externalid,3173435,https://www.geonames.org/
statements,GeoNames ID,externalid,IT,https://www.geonames.org/
