category,faam_property,type,value,base_url
metadata,label,string,male,
metadata,description,string,"to be used in ""sex or gender"" (P21) to indicate that the human subject is a male or ""semantic gender"" (P10339) to indicate that a word refers to a male person",
metadata,aliases,string,m,
metadata,aliases,string,male gender,
metadata,aliases,string,man,
metadata,aliases,string,male person,
metadata,aliases,string,male human,
metadata,aliases,string,guy,
metadata,aliases,string,sterner sex,
metadata,aliases,string,masc,
metadata,aliases,string,boy,
metadata,aliases,string,male character,
metadata,aliases,string,male,
metadata,qid,externalid,Q6581097,http://wwww.wikidata.org/entity/
metadata,nodegoat_id,id,15992244,
