category,faam_property,type,value,base_url
metadata,label,string,choir director,
metadata,description,string,person who directs a choir,
metadata,aliases,string,chorus director,
metadata,aliases,string,choir conductor,
metadata,aliases,string,chorus conductor,
metadata,aliases,string,choirmaster,
metadata,aliases,string,choral conductor,
metadata,aliases,string,regens chori,
metadata,aliases,string,regenschorové,
metadata,aliases,string,chorister,
metadata,aliases,string,chorist-master,
metadata,aliases,string,choir director,
metadata,qid,externalid,Q1076502,http://wwww.wikidata.org/entity/
metadata,nodegoat_id,id,15990915,
