category,faam_property,type,value,base_url
metadata,label,string,association football player,
metadata,label,string,musicographer,
metadata,description,string,person who plays association football (soccer),
metadata,id,id,69USki42,
metadata,nodegoat_id,id,15990943,
metadata,qid,externalid,Q937857,http://wwww.wikidata.org/entity/
metadata,aliases,string,football player,
metadata,aliases,string,association footballer,
metadata,aliases,string,footballer,
metadata,aliases,string,soccer player,
metadata,aliases,string,player,
metadata,aliases,string,association soccer player,
metadata,aliases,string,association football player,
