category,faam_property,type,value,base_url
metadata,label,string,organ,
metadata,label,string,organ,
metadata,description,string,musical keyboard instrument,
metadata,id,id,RXg4snEH,
metadata,nodegoat_id,id,15990799,
metadata,qid,externalid,Q1444,http://wwww.wikidata.org/entity/
metadata,aliases,string,organ,
