category,faam_property,type,value,base_url,label
metadata,label,string,Werner Icking Music Archive,,
metadata,label,string,Werner Icking Music Archive,,
metadata,description,string,Web archive of public domain sheet music,,
metadata,id,id,b74Qxja3,,
metadata,nodegoat_id,id,15992253,,
metadata,qid,externalid,Q1811670,http://wwww.wikidata.org/entity/,
metadata,abbreviation,string,WIA,,
metadata,aliases,string,Werner Icking Music Archive,,
statements,copyright,string,Public Domain,,
statements,country,item,oDvJJJ7G,,Germany
