category,faam_property,type,value,base_url
metadata,label,string,instrumentalist,
metadata,label,string,maestro,
metadata,description,string,person who plays a musical instrument,
metadata,nodegoat_id,id,15990985,
metadata,qid,externalid,Q1278335,http://wwww.wikidata.org/entity/
metadata,aliases,string,instrumentalist,
