category,faam_property,type,value,base_url,label
metadata,label,string,Yale University,,
metadata,description,string,"private university in New Haven, Connecticut",,
metadata,aliases,string,Yale,,
metadata,aliases,string,Collegiate School,,
metadata,aliases,string,Yale College,,
metadata,aliases,string,Yale University,,
metadata,qid,externalid,Q49112,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,15991084,,
statements,place,item,WifMcmzL,,
statements,country,item,fiWxEeqn,,United States of America
