category,faam_property,type,value,base_url
metadata,label,string,novelist,
metadata,label,string,screenwriter,
metadata,description,string,writer of novels,
metadata,nodegoat_id,id,15990964,
metadata,qid,externalid,Q6625963,http://wwww.wikidata.org/entity/
metadata,aliases,string,novel author,
metadata,aliases,string,novel writer,
metadata,aliases,string,novelist,
