category,faam_property,type,value,base_url,label
metadata,label,string,Fortepiano,,
metadata,label,string,fortepiano,,
metadata,description,string,Italian musical term meaning 'loud soft',,
metadata,nodegoat_id,id,15992202,,
metadata,qid,externalid,Q2192323,http://wwww.wikidata.org/entity/,
metadata,aliases,string,Fortepiano,,
statements,subclass of,item,eviEKifd,,dynamic
statements,subclass of,item,jtdizrxR,,forte
statements,subclass of,item,Tf4mT79v,,piano
statements,instance of,item,N2f5NSgz,,musical notation
statements,musical parameter,item,XtPVttT2,,loudness
statements,used by,item,fkHJwpoD,,composer
statements,used by,item,2ZAuwsSp,,conductor
statements,used by,item,45qo3Fj3,,music editor
